BOR;AN;FI;RS;DIALYSE_AA100;DIALYSE_AA101;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2023;590001004;CH DOUAI DECHY;;;590783239;1130X;;;;16;11;2032;;;;;
DIALYSE;2023;590001004;CH DOUAI DECHY;;;590783239;1140X;;;;26;75;225;;;;;
DIALYSE;2023;590001004;CH DOUAI DECHY;;;590783239;1150A;;;;;3;;;;;;
DIALYSE;2023;590001004;CH DOUAI DECHY;1;0;590783239;TOT;0;;;;;;621;2;;41;5
DIALYSE;2023;590001004;CH DOUAI DECHY;;;590783239;VACAN;;;;;3;8;;;;;
DIALYSE;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;;;590780193;112BE;;;;6;8;957;;;;;
DIALYSE;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;;;590780193;1210;;;;;5;;;;359;;
DIALYSE;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;;;590780193;121CX;;;;2;5;;;;359;;
DIALYSE;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;;;590780193;122AX;;;;2;1;;;;0;;
DIALYSE;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;;;590780193;122BX;;;;2;2;;;;42;;
DIALYSE;2023;590006607;HOP JEANNE DE FLANDRE CHU LILLE;1;1;590780193;TOT;0;;;;;;239;;;9;5
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;112AX;;;;1;1;1;;;;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;112BA;;;;12;65;9063;;;;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;1130X;;;;2;15;1788;;;;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;1150A;;;;1;1;312;;;;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;1210;;;;;5;;;;205;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;121AX;;;;;5;;;;205;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;122AX;;;;1;0;;;;11;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;122BX;;;;1;1;;;;48;;
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;1;1;590008033;TOT;0;;;;;;560;1;;18;0
DIALYSE;2023;590008041;POLYCLINIQUE VAUBAN;;;590008033;VACAN;;;;1;0;17;;;;;
DIALYSE;2023;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;;;620112581;1140X;;;;10;33;4425;;;;;
DIALYSE;2023;590008306;CENTRE D'AUTODIALYSE ADH DE SOMAIN;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;590015418;UNITE DE DIALYSE DE CAUDRY;;;590799995;1140X;;;;6;12;1913;;;;;
DIALYSE;2023;590023438;UNITE DIALYSE DE COUDEKERQUE BRANCHE;;;590799995;1130X;;;;23;87;13779;;;;;
DIALYSE;2023;590023438;UNITE DIALYSE DE COUDEKERQUE BRANCHE;;;590799995;1140X;;;;9;32;5523;;;;;
DIALYSE;2023;590024618;UNITE DE DIALYSE DE ROUBAIX GRAND RUE;;;590799995;1140X;;;;18;47;7065;;;;;
DIALYSE;2023;590024659;UNITE DE DIALYSE DE ROUBAIX DELORY;;;590799995;1130X;;;;8;26;3107;;;;;
DIALYSE;2023;590024659;UNITE DE DIALYSE DE ROUBAIX DELORY;;;590799995;1140X;;;;12;34;5410;;;;;
DIALYSE;2023;590031738;UNITE DE DIALYSE DE LOOS;;;590799995;1140X;;;;24;48;7082;;;;;
DIALYSE;2023;590034815;CTRE D'AUTODIALYSE PONT/SAMBRE;;;590001467;1140X;;;;8;11;1636;;;;;
DIALYSE;2023;590035200;UNITE DE DIALYSE DE FACHES-THUMESNIL;;;590799995;1140X;;;;6;22;2934;;;;;
DIALYSE;2023;590035390;CTRE D'AUTODIALYSE ADH DE LAMBERSART;;;620112581;1140X;;;;8;13;1706;;;;;
DIALYSE;2023;590035390;CTRE D'AUTODIALYSE ADH DE LAMBERSART;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;590040317;UNITE DE DIALYSE D'IWUY;;;590799995;1140X;;;;6;11;1532;;;;;
DIALYSE;2023;590040325;UNITE DE DIALYSE DE LA BASSEE;;;590799995;1140X;;;;6;19;2852;;;;;
DIALYSE;2023;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;;;620112581;1140X;;;;12;17;1852;;;;;
DIALYSE;2023;590041471;AUTODIALYSE ADH BRUAY-SUR-L'ESCAUT;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;590044640;UNITE DE DIALYSE DE LILLE;;;590799995;1140X;;;;12;46;7013;;;;;
DIALYSE;2023;590045514;UNITE DE DIALYSE DE TOURCOING;;;590799995;1140X;;;;18;47;8235;;;;;
DIALYSE;2023;590045951;UNITE DE DIALYSE DE MÉRIGNIES;;;590799995;1140X;;;;12;45;6947;;;;;
DIALYSE;2023;590046579;CENTRE D'AUTODIALYSE MARLY;;;620112581;1140X;;;;10;29;3425;;;;;
DIALYSE;2023;590046579;CENTRE D'AUTODIALYSE MARLY;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;590046744;UNITE D'AUTODIALYSE D'HAZEBROUCK;;;590799995;1140X;;;;6;27;4172;;;;;
DIALYSE;2023;590046751;UNITE DIALYSE DE DOURLERS;;;590799995;1140X;;;;12;17;2827;;;;;
DIALYSE;2023;590046769;UNITE DE DIALYSE DE HOUPLINES;;;590799995;1130X;;;;16;54;6543;;;;;
DIALYSE;2023;590046769;UNITE DE DIALYSE DE HOUPLINES;;;590799995;1140X;;;;4;11;2621;;;;;
DIALYSE;2023;590047361;UNITE D'AUTODIALYSE DE FLERS;;;590799995;1140X;;;;6;22;3305;;;;;
DIALYSE;2023;590047866;UNITE DE DIALYSE DE GRAVELINES;;;590799995;1140X;;;;6;22;3476;;;;;
DIALYSE;2023;590047874;UNITÉ DE DIALYSE MÉDICALISÉE PROVILLE;;;590799995;1130X;;;;8;31;4681;;;;;
DIALYSE;2023;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;;;620112581;1130X;;;;8;21;2138;;;;;
DIALYSE;2023;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;;;620112581;1140X;;;;10;10;1442;;;;;
DIALYSE;2023;590056990;CENTRE ADH D'AUTODIALYSE A DENAIN;0;0;620112581;TOT;1;1;21;;;;;2;;;
DIALYSE;2023;590060455;UNITÉ DE DIALYSE MÉDICALISÉE;;;590053955;1130X;;;;12;117;5971;;;;;
DIALYSE;2023;590060596;UNITE DE DIALYSE DE TOURCOING DRON;;;590799995;1130X;;;;12;47;7369;;;;;
DIALYSE;2023;590060596;UNITE DE DIALYSE DE TOURCOING DRON;;;590799995;1140X;;;;4;12;1813;;;;;
DIALYSE;2023;590060901;SANTELYS SITE CHU LILLE;;;590780193;1130X;;;;12;;5103;;;;;
DIALYSE;2023;590064812;CTRE D'AUTODIALYSE ADH DE ST AMAND;;;620112581;1130X;;;;12;21;2343;;;;;
DIALYSE;2023;590064812;CTRE D'AUTODIALYSE ADH DE ST AMAND;0;0;620112581;TOT;1;1;21;;;;;2;;;
DIALYSE;2023;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;;;590799995;1150A;;;;1;1;143;;;;;
DIALYSE;2023;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;;;590799995;1210;;;;;33;;;;1636;;
DIALYSE;2023;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;;;590799995;121AX;;;;;29;;;;1445;;
DIALYSE;2023;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;;;590799995;121CX;;;;4;4;;;;191;;
DIALYSE;2023;590065462;SANTELYS DIALYSE À DOMICILE CH DUNKERQ;0;1;590799995;TOT;0;;;;;;;;;;
DIALYSE;2023;590065470;SANTELYS DIALYSE À DOMICILE MAUBEUGE;;;590799995;1150A;;;;1;;120;;;;;
DIALYSE;2023;590065488;SANTELYS DIALYSE À DOMICILE IWUY;;;590799995;1150A;;;;7;7;2543;;;;;
DIALYSE;2023;590065744;UNITE D'AUTODIALYSE ASSISTEE BAILLEUL;;;590799995;1140X;;;;6;31;4376;;;;;
DIALYSE;2023;590780268;HOPITAL PRIVÉ LE BOIS;;;590053955;112AX;;;;1;;97;;;;;
DIALYSE;2023;590780268;HOPITAL PRIVÉ LE BOIS;;;590053955;112BA;;;;26;304;21200;;;;;
DIALYSE;2023;590780268;HOPITAL PRIVÉ LE BOIS;;;590053955;1130X;;;;18;291;7913;;;;;
DIALYSE;2023;590780268;HOPITAL PRIVÉ LE BOIS;;;590053955;122AX;;;;33;13;;;;498;;
DIALYSE;2023;590780268;HOPITAL PRIVÉ LE BOIS;1;1;590053955;TOT;0;;;;;;2234;4;;116;20
DIALYSE;2023;590780383;HOPITAL PRIVE LA LOUVIERE;;;590000204;112AX;;;;2;;666;;;;;
DIALYSE;2023;590780383;HOPITAL PRIVE LA LOUVIERE;;;590000204;112BA;;;;36;112;11800;;;;;
DIALYSE;2023;590780383;HOPITAL PRIVE LA LOUVIERE;;;590000204;1130X;;;;36;72;10495;;;;;
DIALYSE;2023;590780383;HOPITAL PRIVE LA LOUVIERE;;;590000204;122AX;;;;1;;;;;2;;
DIALYSE;2023;590780383;HOPITAL PRIVE LA LOUVIERE;;;590000204;122BX;;;;1;;;;;65;;
DIALYSE;2023;590780383;HOPITAL PRIVE LA LOUVIERE;1;1;590000204;TOT;0;;;;;;1229;14;;52;15
DIALYSE;2023;590784484;NEPHROCARE MAUBEUGE;;;590001467;112AX;;;;2;2;425;;;;;
DIALYSE;2023;590784484;NEPHROCARE MAUBEUGE;;;590001467;112BA;;;;24;89;13469;;;;;
DIALYSE;2023;590784484;NEPHROCARE MAUBEUGE;;;590001467;1130X;;;;20;61;9262;;;;;
DIALYSE;2023;590784484;NEPHROCARE MAUBEUGE;;;590001467;1150A;;;;1;;;;;;;
DIALYSE;2023;590784484;NEPHROCARE MAUBEUGE;;;590001467;122AX;;;;1;;;;;3;;
DIALYSE;2023;590784484;NEPHROCARE MAUBEUGE;1;1;590001467;TOT;0;;;;;;0;2;;50;2
DIALYSE;2023;590784914;DIALYSE A DOMICILE DE LOOS;;;590799995;1150A;;;;10;10;1985;;;;;
DIALYSE;2023;590784914;DIALYSE A DOMICILE DE LOOS;;;590799995;1210;;;;;68;;;;4433;;
DIALYSE;2023;590784914;DIALYSE A DOMICILE DE LOOS;;;590799995;121AX;;;;;41;;;;2779;;
DIALYSE;2023;590784914;DIALYSE A DOMICILE DE LOOS;;;590799995;121CX;;;;27;27;;;;1654;;
DIALYSE;2023;590784914;DIALYSE A DOMICILE DE LOOS;;;590799995;122AX;;;;1;0;;;;1;;
DIALYSE;2023;590784914;DIALYSE A DOMICILE DE LOOS;0;1;590799995;TOT;0;;;;;;;;;;
DIALYSE;2023;590796975;HÔPITAL SALENGRO CHU LILLE;0;0;590780193;TOT;0;;;;;;212;;;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;112AX;;;;2;0;59;;;;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;112BA;;;;32;130;15571;;;;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;1150A;;;;;3;234;;;;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;1210;;;;;10;;;;394;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;121AX;;;;;5;;;;244;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;121CX;;;;1;5;;;;150;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;122AX;;;;4;;;;;66;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;;;590782421;122BX;;;;4;0;;;;15;;
DIALYSE;2023;590801106;HOPITAL VICTOR PROVO;1;1;590782421;TOT;0;;;;;;1711;4;;69;7
DIALYSE;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;0;0;590781902;TOT;0;;;;;;8;;;;
DIALYSE;2023;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;;;620112581;1140X;;;;20;50;6146;;;;;
DIALYSE;2023;590806428;CTRE D'AUTODIALYSE ADH DE DOUAI;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;;;620112581;1140X;;;;8;22;2616;;;;;
DIALYSE;2023;590810099;CENTRE D'AUTODIALYSE ADH DE CAMBRAI;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;;;590001467;1150A;;;;1;1;189;;;;;
DIALYSE;2023;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;;;590001467;1210;;;;;8;;;;453;;
DIALYSE;2023;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;;;590001467;121AX;;;;;3;;;;139;;
DIALYSE;2023;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;;;590001467;121CX;;;;5;5;;;;314;;
DIALYSE;2023;590810941;NEPHOCARE MAUBEUGE, DIALYSE À DOMICILE;0;1;590001467;TOT;0;;;;;;;;;;
DIALYSE;2023;590811006;CTRE D'AUTODIALYSE MAUBEUGE;;;590001467;1140X;;;;8;11;1501;;;;;
DIALYSE;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;;;590780193;112AX;;;;2;;0;;;;;
DIALYSE;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;;;590780193;112BA;;;;26;97;10514;;;;;
DIALYSE;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;;;590780193;1130X;;;;12;35;5103;;;;;
DIALYSE;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;;;590780193;122AX;;;;2;1;;;;37;;
DIALYSE;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;;;590780193;122BX;;;;3;1;;;;390;;
DIALYSE;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;1;1;590780193;TOT;0;;;;;;2032;;;95;11
DIALYSE;2023;590813341;UNITE DE DIALYSE DE MONS EN BAROEUL;;;590799995;1140X;;;;6;11;1703;;;;;
DIALYSE;2023;590813747;CTRE D'AUTODIALYSE FOURMIES;;;590001467;1140X;;;;8;12;1765;;;;;
DIALYSE;2023;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;;;620112581;1140X;;;;8;19;2338;;;;;
DIALYSE;2023;590815007;CTRE D'AUTODIALYSE ADH LA SENTINELLE;0;0;620112581;TOT;0;;;;;;;2;;;
DIALYSE;2023;600000194;CH BEAUVAIS;;;600100713;112AX;;;;1;0;130;;;;;
DIALYSE;2023;600000194;CH BEAUVAIS;;;600100713;112BA;;;;24;273;13028;;;;;
DIALYSE;2023;600000194;CH BEAUVAIS;;;600100713;1140X;;;;6;6;534;;;;;
DIALYSE;2023;600000194;CH BEAUVAIS;;;600100713;122AX;;;;1;5;;;;19;;
DIALYSE;2023;600000194;CH BEAUVAIS;1;1;600100713;TOT;0;;;;;;733;1;;41;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;112AX;;;;1;;27;;;;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;112BA;;;;27;113;16631;;;;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;1150A;;;;;3;824;;;;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;1210;;;;;5;;;;257;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;121AX;;;;;;;;;6;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;121CX;;;;0;5;;;;251;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;122AX;;;;2;2;;;;81;;
DIALYSE;2023;600000467;CH GHPSO CREIL;;;600101984;122BX;;;;0;;;;;11;;
DIALYSE;2023;600000467;CH GHPSO CREIL;1;1;600101984;TOT;0;;;;;;588;1;;32;2
DIALYSE;2023;600002067;UNITÉ DE DIALYSE DE SENLIS;;;590799995;1130X;;;;8;23;3538;;;;;
DIALYSE;2023;600002067;UNITÉ DE DIALYSE DE SENLIS;;;590799995;1140X;;;;6;11;1736;;;;;
DIALYSE;2023;600008734;UNITÉ DE DIALYSE DE FLEURINES;;;590799995;1140X;;;;12;20;2963;;;;;
DIALYSE;2023;600014419;SANTELYS ASSOCIATION SITE DE CREIL;;;590799995;1150A;;;;3;3;758;;;;;
DIALYSE;2023;600014419;SANTELYS ASSOCIATION SITE DE CREIL;;;590799995;1210;;;;;4;;;;316;;
DIALYSE;2023;600014419;SANTELYS ASSOCIATION SITE DE CREIL;;;590799995;121AX;;;;;;;;;65;;
DIALYSE;2023;600014419;SANTELYS ASSOCIATION SITE DE CREIL;;;590799995;121CX;;;;4;4;;;;251;;
DIALYSE;2023;600014419;SANTELYS ASSOCIATION SITE DE CREIL;0;1;590799995;TOT;0;;;;;;;;;;
DIALYSE;2023;600014542;CENTRE DE DIALYSE POLE SANTE DU VALOIS;;;600010201;1130X;;;;12;14;1354;;;;;
DIALYSE;2023;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;;;590799995;1150A;;;;4;4;1029;;;;;
DIALYSE;2023;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;;;590799995;1210;;;;;6;;;;354;;
DIALYSE;2023;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;;;590799995;121AX;;;;;5;;;;232;;
DIALYSE;2023;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;;;590799995;121CX;;;;1;1;;;;122;;
DIALYSE;2023;600015820;SANTELYS DIALYSE À DOMICILE BEAUVAIS;0;1;590799995;TOT;0;;;;;;;;;;
DIALYSE;2023;600100754;POLYCLINIQUE SAINT CÔME;;;600000228;112BA;;;;28;100;14691;;;;;
DIALYSE;2023;600100754;POLYCLINIQUE SAINT CÔME;;;600000228;122BX;;;;1;0;;;;16;;
DIALYSE;2023;600100754;POLYCLINIQUE SAINT CÔME;1;1;600000228;TOT;0;;;;;;1046;1;;35;
DIALYSE;2023;600109748;UNITE DE DIALYSE DE BEAUVAIS;;;590799995;1130X;;;;8;23;3669;;;;;
DIALYSE;2023;600109748;UNITE DE DIALYSE DE BEAUVAIS;;;590799995;1140X;;;;6;24;3288;;;;;
DIALYSE;2023;600110399;AUTODIALYSE LA DIALOISE NOYON;;;600010201;112AX;;;;1;0;0;;;;;
DIALYSE;2023;600110399;AUTODIALYSE LA DIALOISE NOYON;;;600010201;1130X;;;;7;28;4112;;;;;
DIALYSE;2023;600110399;AUTODIALYSE LA DIALOISE NOYON;;;600010201;1140X;;;;1;0;0;;;;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;112AX;;;;2;0;69;;;;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;1130X;;;;25;52;7984;;;;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;1140X;;;;7;11;1457;;;;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;1150A;;;;2;2;80;;;;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;1210;;;;;5;;;;277;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;121AX;;;;;3;;;;152;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;121CX;;;;2;2;;;;125;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;;;600010201;122AX;;;;1;0;;;;11;;
DIALYSE;2023;600112460;AUTODIALYSE LA DIALOISE COMPIÈGNE;0;1;600010201;TOT;0;;;;;;;;;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;112AX;;;;1;;0;;;;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;112BA;;;;17;17;7470;;;;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;1150A;;;;1;;;;;;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;1210;;;;;5;;;;304;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;121AX;;;;;3;;;;200;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;121CX;;;;2;2;;;;104;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;122AX;;;;4;0;;;;15;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;;;610780082;122BX;;;;1;;;;;41;;
DIALYSE;2023;610000051;CHICAM - SITE ALENCON;1;1;610780082;TOT;0;;;;;;592;1;;16;3
DIALYSE;2023;610000119;CH  JACQUES MONOD  - FLERS;;;610780165;112AX;;;;1;;46;;;;;
DIALYSE;2023;610000119;CH  JACQUES MONOD  - FLERS;;;610780165;112BA;;;;10;78;4284;;;;;
DIALYSE;2023;610000119;CH  JACQUES MONOD  - FLERS;;;610780165;122AX;;;;1;;;;;38;;
DIALYSE;2023;610000119;CH  JACQUES MONOD  - FLERS;1;1;610780165;TOT;0;;;;;;435;;;;
DIALYSE;2023;610006710;ANIDER - ARGENTAN;;;140000852;1140X;;;;4;6;992;;;;;
DIALYSE;2023;610006728;ANIDER - ALENCON;;;140000852;1130X;;;;12;43;6663;;;;;
DIALYSE;2023;610006728;ANIDER - ALENCON;;;140000852;1150A;;;;2;2;663;;;;;
DIALYSE;2023;610006728;ANIDER - ALENCON;;;140000852;1210;;;;;6;;;;304;;
DIALYSE;2023;610006728;ANIDER - ALENCON;;;140000852;121AX;;;;;4;;;;192;;
DIALYSE;2023;610006728;ANIDER - ALENCON;;;140000852;121CX;;;;2;2;;;;112;;
DIALYSE;2023;610006728;ANIDER - ALENCON;0;1;140000852;TOT;0;;;;;;;;;;
DIALYSE;2023;610006736;ANIDER - FLERS;;;140000852;1130X;;;;8;25;3888;;;;;
DIALYSE;2023;610006736;ANIDER - FLERS;;;140000852;1140X;;;;4;8;1190;;;;;
DIALYSE;2023;610006736;ANIDER - FLERS;;;140000852;1150A;;;;2;2;744;;;;;
DIALYSE;2023;610006736;ANIDER - FLERS;;;140000852;1210;;;;;18;;;;929;;
DIALYSE;2023;610006736;ANIDER - FLERS;;;140000852;121AX;;;;;14;;;;719;;
DIALYSE;2023;610006736;ANIDER - FLERS;;;140000852;121CX;;;;4;4;;;;210;;
DIALYSE;2023;610006736;ANIDER - FLERS;0;1;140000852;TOT;0;;;;;;;;;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;112AX;;;;1;1;10;;;;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;112BA;;;;20;20;11664;;;;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;1130X;;;;8;8;1095;;;;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;1140X;;;;15;55;;;;;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;1150A;;;;1;2;;;;;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;1210;;;;;5;;;;26;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;121AX;;;;;4;;;;21;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;121CX;;;;1;1;;;;5;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;122AX;;;;1;5;;;;26;;
DIALYSE;2023;620000034;CH ARRAS;;;620100057;122BX;;;;1;27;;;;81;;
DIALYSE;2023;620000034;CH ARRAS;1;1;620100057;TOT;1;1;8;;;;860;2;;62;5
DIALYSE;2023;620000034;CH ARRAS;;;620100057;VACAN;;;;1;0;0;;;;;
DIALYSE;2023;620000224;CH BETHUNE;;;620100651;112AX;;;;2;;317;;;;;
DIALYSE;2023;620000224;CH BETHUNE;;;620100651;112BA;;;;22;;12122;;;;;
DIALYSE;2023;620000224;CH BETHUNE;;;620100651;122AX;;;;2;;;;;56;;
DIALYSE;2023;620000224;CH BETHUNE;;;620100651;122BX;;;;2;;;;;441;;
DIALYSE;2023;620000224;CH BETHUNE;1;1;620100651;TOT;0;;;;;;1081;;;;
DIALYSE;2023;620000257;CH LENS;;;620100685;112AX;;;;1;;11;;;;;
DIALYSE;2023;620000257;CH LENS;;;620100685;112BA;;;;9;18;2587;;;;;
DIALYSE;2023;620000257;CH LENS;;;620100685;1130X;;;;8;18;2647;;;;;
DIALYSE;2023;620000257;CH LENS;1;0;620100685;TOT;0;;;;;;184;;;;
DIALYSE;2023;620000653;CH BOULOGNE-SUR-MER;;;620103440;112AX;;;;2;;262;;;;;
DIALYSE;2023;620000653;CH BOULOGNE-SUR-MER;;;620103440;112BA;;;;21;;15415;;;;;
DIALYSE;2023;620000653;CH BOULOGNE-SUR-MER;;;620103440;1130X;;;;6;;1163;;;;;
DIALYSE;2023;620000653;CH BOULOGNE-SUR-MER;;;620103440;122AX;;;;4;1;;;;80;;
DIALYSE;2023;620000653;CH BOULOGNE-SUR-MER;;;620103440;122BX;;;;4;2;;;;782;;
DIALYSE;2023;620000653;CH BOULOGNE-SUR-MER;1;1;620103440;TOT;1;2;;;;;1768;;;99;15
DIALYSE;2023;620010058;UNITE DE DIALYSE DE COQUELLES;;;590799995;1130X;;;;4;19;2962;;;;;
DIALYSE;2023;620010058;UNITE DE DIALYSE DE COQUELLES;;;590799995;1140X;;;;10;37;5613;;;;;
DIALYSE;2023;620011338;UNITE DE DIALYSE DE BERCK;;;590799995;1130X;;;;9;25;3551;;;;;
DIALYSE;2023;620011338;UNITE DE DIALYSE DE BERCK;;;590799995;1140X;;;;3;12;3111;;;;;
DIALYSE;2023;620011338;UNITE DE DIALYSE DE BERCK;;;590799995;VACAN;;;;6;0;737;;;;;
DIALYSE;2023;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;;;620112581;1150A;;;;10;12;3603;;;;;
DIALYSE;2023;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;;;620112581;1210;;;;;104;;;;5160;;
DIALYSE;2023;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;;;620112581;121AX;;;;;68;;;;3462;;
DIALYSE;2023;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;;;620112581;121CX;;;;36;36;;;;1698;;
DIALYSE;2023;620018705;CTRE DE DIALYSE A DOMICILE ADH HENIN B;0;1;620112581;TOT;0;;;;;;;;;;
DIALYSE;2023;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;;;620112581;1130X;;;;8;30;3257;;;;;
DIALYSE;2023;620020636;CTRE D'AUTODIALYSE ADH DE ST-POL;0;0;620112581;TOT;1;1;30;;;;;2;;;
DIALYSE;2023;620024208;NEPHROCARE HELFAUT;;;620002352;112AX;;;;2;1;889;;;;;
DIALYSE;2023;620024208;NEPHROCARE HELFAUT;;;620002352;112BA;;;;16;60;9215;;;;;
DIALYSE;2023;620024208;NEPHROCARE HELFAUT;;;620002352;1130X;;;;12;39;5145;;;;;
DIALYSE;2023;620024208;NEPHROCARE HELFAUT;;;620002352;1140X;;;;12;4;760;;;;;
DIALYSE;2023;620024208;NEPHROCARE HELFAUT;;;620002352;122AX;;;;2;0;;;;0;;
DIALYSE;2023;620024208;NEPHROCARE HELFAUT;1;1;620002352;TOT;0;;;;;;0;2;;30;0
DIALYSE;2023;620025494;CTRE AUTODIALYSE & UNITE DIALY MED ADH;;;620112581;1130X;;;;10;55;6336;;;;;
