BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFLIB_PM;USP_EFFLIB_PMPAL;USP_EFFLIB_CADRES;USP_EFFLIB_IDE;USP_EFFLIB_IDEPAL;USP_EFFLIB_AIDES;USP_EFFLIB_PSY;USP_EFFLIB_PNMAUT;USP_ETPSAL_PM;USP_ETPSAL_PMPAL;USP_ETPSAL_CADRES;USP_ETPSAL_IDE;USP_ETPSAL_IDEPAL;USP_ETPSAL_AIDES;USP_ETPSAL_PSY;USP_ETPSAL_PNMAUT;EMSP_EFFLIB_PM;EMSP_EFFLIB_PMPAL;EMSP_EFFLIB_CADRES;EMSP_EFFLIB_IDE;EMSP_EFFLIB_IDEPAL;EMSP_EFFLIB_AIDES;EMSP_EFFLIB_PSY;EMSP_EFFLIB_PNMAUT;EMSP_ETPSAL_PM;EMSP_ETPSAL_PMPAL;EMSP_ETPSAL_CADRES;EMSP_ETPSAL_IDE;EMSP_ETPSAL_IDEPAL;EMSP_ETPSAL_AIDES;EMSP_ETPSAL_PSY;EMSP_ETPSAL_PNMAUT
PALIA;2023;2B0000038;CH CORTE;2B0004246;1;4;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;1;6;;;42;0;;;;;;;1;348;3;6;291;225;32;35;841;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;0.5;1
PALIA;2023;2B0005664;CLINIQUE DE TOGA;2B0005656;0;;;;;1;1;12;185;;;;0;;;;;;;;;;;;1;;;;;;;;;;;10;10;9;;4;;;;;;;;;;;;;;;;
PALIA;2023;300000023;CH ALES CEVENNES;300780046;1;8;0;0;141;0;;;;;;;1;1385;18;4;802;108;64;630;609;;143;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.25;1;0.1;2.85;2.85;0;1.41;1
PALIA;2023;300000031;CH LOUIS PASTEUR BAGNOLS SUR CEZE;300780053;1;6;0;0;244;0;;;;;;;1;1191;6;6;924;470;141;313;398;0;85;92;;;;;;;;;;;;;;;;;;;;;;;;;1.09;1.09;0;2.3;0;0;1;2.09
PALIA;2023;300000056;CH PONT ST ESPRIT;300780079;1;6;2;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300000064;CH UZES;300780087;1;6;2;0;72;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300000072;CH LE VIGAN;300780095;1;3;0;0;43;0;;;;;;;1;461;13;4;255;13;75;167;113;17;98;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300000478;CH LES CHATAIGNIERS PONTEILS;300781010;1;2;;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300002169;SSR LES CADIERES ST PRIVAT DES VIEUX;780020715;1;6;6;0;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300012358;CTRE MED L'EGREGORE CAVEIRAC UGECAM;340015171;1;8;;;112;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300017209;KENVAL ICG NIMES;300000726;1;8;;;141;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300780137;NOUVELLE CL BONNEFON ALES;920028396;1;4;0;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300780152;HOPITAL PRIVE LES FRANCISCAINES NIMES;300017985;1;4;0;0;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;300782117;CHU NIMES CAREMEAU;300780038;1;9;;;129;1;1;10;244;;;2;1;1462;1;;;;;;758;;124;169;;;;;;;;;2.26;;0.5;9.9;;13.7;1;3.39;;;;;;;;;1.8;;0.5;2.24;;;0.74;0.8
PALIA;2023;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;1;1;;;39;0;;;;;;;1;307;4;1;5;3;;;154;;7;16;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;;0.5;0.5;;;
PALIA;2023;310000336;CH REVEL;310780713;1;4;4;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310013628;CH MURET;310786256;1;4;4;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310016977;HOPITAUX MERE & ENFANTS CHU TOULOUSE;310781406;1;1;0;1;71;0;;;;;;;1;332;;;;;;;74;;;;;;;;;;;;;;0;0.9;;0;0.5;0.3;;;;;;;;;;;0;0;;0;0;0
PALIA;2023;310019351;HOPITAL LARREY CHU TOULOUSE;310781406;1;5;0;5;196;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310020938;CL SMR VAL DE SAUNE QUINT FONSEGRIVES;310025010;1;5;5;;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310021571;CL DES MINIMES TOULOUSE;310021563;1;4;4;;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0.25;0.5;;0.5;0.5;
PALIA;2023;310025333;ONCOPOLE CHU TOULOUSE;310781406;1;2;0;0;73;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310026927;CL CAPIO LA CROIX DU SUD QUINT FONSEGR;310026794;1;3;;;249;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310780259;CL PASTEUR TOULOUSE;310000096;1;14;;;428;0;;;;;;;1;691;0;0;0;0;0;0;318;;6;5;;;;;;;;;;;;;;;;;;;;;;;;;1.5;1.3;;0.5;0.5;;0.51;0.28
PALIA;2023;310780283;CL DE L'UNION SAINT JEAN;310000112;1;4;0;0;108;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310780366;CL MONIE VILLEFRANCHE DE LAURAGAIS;310000153;1;14;5;9;163;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310781000;CL DES CEDRES CORNEBARRIEU;310788880;1;8;;;266;0;;;;;;;1;437;;;0;;;;358;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;0.1;2;1;;1.6;
PALIA;2023;310781067;HOPITAL JOSEPH DUCUING TOULOUSE;310788898;1;5;0;0;13;1;1;10;227;;;;1;36;;4;587;587;;;379;;64;420;;;;;;;;;3.06;3.06;1;11.13;;5.08;1.12;1.13;;;;;;;;;1;1;;0.7;0.7;;0.5;
PALIA;2023;310781125;CL ST ROCH FRONTON;310000419;1;3;3;;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310781505;CL D'OCCITANIE MURET;310000492;1;3;0;0;422;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0.5;0.5;;0.5;0.5;0.5;0.5;0.5;;;;;;;;;;;;;;;;
PALIA;2023;310781695;POLYCL MEDICALE DE LA LEZE;920030269;1;11;;;188;0;;;;;;;1;78;;6;277;;;;183;5;18;10;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0.1;0.8;0.8;;0.1;0.3
PALIA;2023;310782016;CL NEPHRO ST EXUPERY TOULOUSE;310000617;1;8;4;;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310782347;ONCOPOLE CLAUDIUS REGAUD TOULOUSE;310789136;1;12;;;218;0;;;;;;;1;4329;;;;;;;455;20;1445;105;;;;;;;;;;;;;;;;;;;;;;;;;1.8;1.8;0.2;2;2;0;0.22;1.5
PALIA;2023;310783048;HOPITAL PURPAN CHU TOULOUSE;310781406;1;8;0;0;484;1;1;10;232;;;;1;329;;;;;;;245;24;128;421;;;;;;;;;2.2;;0.79;11.3;;10.81;1;0.18;;;;;;;;;3.2;;;2.8;;0.47;0.6;1.7
PALIA;2023;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;7;;;542;0;;;;;;;1;2332;;;;;;;991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310786389;CL DES PYRENEES COLOMIERS;310001433;1;4;4;0;54;0;;;;;;;1;54;;;;;;;54;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310786702;SSR DOMAINE DE LA CADENE TOULOUSE;750043713;1;8;;;77;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310792635;ETAB DE SOINS DE SUITE LE MARQUISAT;310002191;1;8;8;0;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;310792874;POUPONNIERE A BOUSQUAIROL VILLENEUVE T;310788997;1;3;3;3;55;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000086;CH AUCH EN GASCOGNE;320780117;1;8;4;4;103;0;;;;;;;1;661;0;10;77;43;34;0;312;0;58;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.5;0.5;0;0.5;0.5
PALIA;2023;320000102;CH CONDOM;320780133;1;5;2;;51;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000110;EPS LOMAGNE SITE DE FLEURANCE;320004310;1;5;2;;75;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000128;CH GIMONT;320780158;1;5;3;0;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000144;CHI LOMBEZ SAMATAN;320780174;1;4;0;0;41;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2023;320000151;CH DE MAUVEZIN;320780182;1;3;1;;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000169;CH MIRANDE;320780190;1;4;4;0;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000177;CH NOGARO;320780208;1;5;2;;61;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320000185;CH DE VIC FEZENSAC;320780216;1;2;2;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;320004930;POLE DE SANTE LA REVISCOLADA MONTEGUT;320000565;1;3;3;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330000217;MAISON DE SANTE MARIE GALENE;330780347;1;5;5;;37;1;1;12;243;;;;1;8;11;15;370;130;69;171;497;0;0;15;;;;;;;;;2.32;1.52;1;11.55;1;8.42;1;1;;;;;;;;;1.5;1.5;;2.4;1;;0.7;0.3
PALIA;2023;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;4;0;0;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330000340;MSP BORDEAUX BAGATELLE;330780552;1;0;0;0;115;1;1;12;147;;;;1;555;19;4;397;3;67;327;599;;44;71;;;;;;;;;1;;0.54;4.26;;6.28;;1.11;;;;;;;;;0.5;;0.37;1.84;;;;0.99
PALIA;2023;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;5;;;92;0;;;;;;;1;480;8;2;786;2;70;709;454;17;14;9;;;;;;;;;;;;;;;;;;;;;;;;;1.23;;0.02;1.61;;;0.85;0.56
PALIA;2023;330000571;CH DE LA HAUTE GIRONDE;330781220;1;5;;;75;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330000589;CH SUD GIRONDE - SITE LANGON;330027509;0;;;;;0;;;;;;;1;308;16;5;645;53;116;476;411;10;13;10;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;;2;;;1;1.03
PALIA;2023;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;1;5;0;0;185;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;9;3;0;113;0;;;;;;;1;784;35;5;3300;70;576;2527;759;1;85;14;;;;;;;;;;;;;;;;;0;0;;;;;;;1;1;;2.9;;1;;1.57
PALIA;2023;330000662;INSTITUT BERGONIE;330781329;1;15;;;341;0;;;;;;;1;355;3;1;124;15;19;90;206;;0;14;;;;;;;;;0;;0;0;;0;;0;;;;;;;;;0.6;;;;;;0.6;
PALIA;2023;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;6;0;0;188;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330780206;CLINIQUE D'ARCACHON;330000126;1;5;5;0;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;1;5;0;0;134;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;1;6;6;;120;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;1;8;;;175;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;8;0;0;143;0;;;;;;;1;106;13;0;186;;79;107;228;;0;0;;;;;;;;;0.8;0.8;;7.66;;6.55;0.5;;;;;;;;;;0.5;0.5;;1;;;;
PALIA;2023;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;1;8;0;0;147;0;;;;;;;1;22;43;;823;;224;599;871;;1071;44;;;;;;;;;1.02;;0.33;9.17;;7.62;;;;;;;;;;;2.14;;;2.59;;;3.89;0.42
PALIA;2023;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;;;;;0;;;;;;;1;302;;;602;;;;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;1;;;1;
PALIA;2023;330780750;CSSR LES LAURIERS;330056540;1;12;12;;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;1;3;0;0;60;0;;;;;;;1;1087;1;0;16;0;16;0;1036;2;146;547;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;1;4.34;;;1.4;2.51
PALIA;2023;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;11;;;354;1;1;11;278;;;13;0;;;;;;;;;;;;;;;;;;;;3.18;1;1;11.78;11.78;8.6;1;5.08;;;;;;;;;4.82;;;;;;;
PALIA;2023;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;6;;2;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;6;;;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340000025;INSTITUT ST PIERRE PALAVAS LES FLOTS;340022722;1;3;3;3;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340000033;CH BEZIERS;340780055;1;8;3;;63;0;;;;;;;1;3571;20;1;243;151;27;65;677;12;464;11;;;;;;;;;;;;;;;;;;;;;;;;;1.58;2;0.1;2.48;2;;1.5;1.53
PALIA;2023;340000173;CH PEZENAS;340780451;1;6;0;0;95;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;;;;;;;;;;;;;;;;
PALIA;2023;340000181;CH ST PONS DE THOMIERES;340780469;1;3;3;;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340000207;ICM MONTPELLIER;340780493;1;18;;;468;0;;;;;;;1;3878;;;;;;;775;;107;50;;;;;;;;;;;;;;;;;;;;;;;;;2.69;2.69;1.3;2.35;;;0.5;1.75
PALIA;2023;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;10;;;143;0;;;;;;;1;3846;11;2;1045;398;192;455;697;;213;498;;;;;;;;;;;;;;;;;;;;;;;;;1.6;1.6;;2;2;;1.5;2
PALIA;2023;340000231;CH POLE DE SANTE DE LUNEL;340780535;1;3;0;0;126;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340000249;CH CLERMONT L'HERAULT;340780543;1;3;;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;1;9;6;0;276;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340009018;CL PIC ST LOUP ST CLEMENT DE RIVIERE;340008978;1;4;4;0;993;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340009885;POLYCL CHAMPEAU BEZIERS;340009877;1;8;0;0;191;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340015965;POLYCL ST PRIVAT BOUJAN SUR LIBRON;340000074;1;3;;;515;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
PALIA;2023;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;4;;;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340024546;CL PLEIN SOLEIL MONTPELLIER;340000405;1;5;5;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340780147;POLYCL DES TROIS VALLEES BEDARIEUX;340000108;1;4;;;20;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
PALIA;2023;340780154;POLYCL PASTEUR PEZENAS;340000116;1;4;0;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340780444;CH BEDARIEUX;340009893;1;3;;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340780667;CL DU PARC CASTELNAU LE LEZ;340000280;1;8;0;0;140;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340780675;CL CLEMENTVILLE MONTPELLIER;340000298;1;13;;;206;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340780717;CL ST LOUIS GANGES;340023225;1;4;;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340780816;CL MUT JEAN LEON LA GRANDE MOTTE;340023209;1;8;8;;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;340781608;CL DU MAS DE ROCHET CASTELNAU LE LEZ;340015171;1;8;4;;55;1;1;12;134;;;;1;434;53;15;624;61;563;;178;;;48;;;;;;;;;1.2;1;0.7;4.8;4;4;0.5;0.5;;;;;;;;;0.8;1;0.3;1.8;2;0;0.5;0.5
PALIA;2023;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;3;;;40;1;1;6;130;;;22;1;1193;35;6;541;490;51;2;793;;24;203;;;;;;;;;1.5;1.5;0.5;6.7;4;7.7;0.5;1.6;;;;;;;;;2.6;2.1;0.5;3;3;;0.8;1.5
PALIA;2023;340798552;CTRE SSR LE PECH DU SOLEIL BOUJAN S/L;340798545;1;8;8;0;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;0;;;;;1;1;10;124;0;0;;0;;;;;;;;;;;;;;;;;;;;1.6;1;0.5;7.4;2;8.3;0.5;5.5;;;;;;;;;;;;;;;;
PALIA;2023;350000071;HOPITAL ARTHUR GARDINER;920028560;1;5;5;;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350000121;CHP SAINT GREGOIRE;350000303;1;8;;;222;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;4;0;0;0;1;1;10;172;;;;1;503;16;4;621;4;21;596;405;0;;34;;;;;;;;;2.09;;;11.93;;8.25;;2.38;;;;;;;;;1.31;;;1;;;1.3;1.47
PALIA;2023;350000154;C.H FOUGERES;350000030;0;;;;;1;1;8;157;0;0;0;1;302;22;4;451;45;56;376;303;0;115;115;;;;;;;;;1.29;1.29;0.05;2.76;2;2.54;0.7;1.3;;;;;;;;;0.8;0.8;0.1;2.41;1.6;0;0.3;0.44
PALIA;2023;350000162;CHIRC SITE REDON;350000048;1;5;0;0;71;0;;;;;;;1;1332;17;1;872;46;460;366;400;0;111;49;;;;;;;;;;;;;;;;;;;;;;;;;0.91;;0.1;1.63;;;0.76;0.48
PALIA;2023;350000188;CENTRE HOSPITALIER VITRE;350000055;1;3;0;0;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;1;7;;;126;0;;;;;;;1;;3;1;127;0;31;96;64;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0.2;0.8;0.8;;0.1;0.1
PALIA;2023;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;1;4;;;73;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350000436;CH DE BROCELIANDE SITE DE MONFORT;350055166;1;6;0;0;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;1;4;0;0;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;0;;;;;1;1;8;142;;;;0;;;;;;;;;;;;;;;;;;;;0.44;0.44;0.5;8.05;1.3;8.63;0.6;3.31;;;;;;;;;;;;;;;;
PALIA;2023;350005021;POLE GERIATRIQUE RENNAIS;440042844;0;;;;;0;;;;;;;1;205;45;5;344;45;22;277;345;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;0.35;0.1
PALIA;2023;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;4;;;65;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;0;;;;;1;1;16;314;;;12;1;1100;36;8;288;53;26;209;905;0;125;184;;;;;;;;;2.29;;1;12.4;;11.97;1.1;3.77;;;;;;;;;2;;0.8;3.36;;;1;0.65
PALIA;2023;350054680;POLYCLINIQUE SAINT LAURENT;220020739;1;9;4;;102;1;1;8;197;;;;0;;;;;;;;;;;;1;;;;;;;1;2.1;3;0.5;6.98;4;7.73;0.6;1.2;;;;;;;;;;;;;;;;
PALIA;2023;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;1;4;;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;360000137;CH CHATEAUROUX;360000053;1;20;5;0;139;0;;;;;;;1;1140;22;8;334;22;41;99;319;;16;36;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1.42;;;0.5;0.4
PALIA;2023;360000145;CH LA CHATRE;360000061;1;5;;;80;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;360000160;CH DU BLANC;360000053;1;4;2;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;360000178;CH SAINT CHARLES DE VALENCAY;360000087;1;2;2;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE;360000392;1;3;;;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;370000093;SAS NOUVELLE CLINIQUE DE TOURS +;370013468;1;9;;;114;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;370000531;CH DU CHINONAIS;370000606;1;9;4;;133;0;;;;;;;1;3199;1;3;361;32;24;305;333;;42;28;;;;;;;;;;;;;;;;;;;;;;;;;0.7;;;1.43;;;0.85;0.85
PALIA;2023;370000861;CHRU BRETONNEAU - TOURS;370000481;1;14;;;252;0;;;;;;;1;1323;37;18;406;46;84;276;1152;;62;210;;;;;;;;;;;;;;;;;;;;;;;;;3.91;;0.5;4.52;0;0;1.85;2.13
