FI;PERSO;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_PC;ETP_PC_EXT;ETP_PC_PA_EXT;ETP_PA;ETP_PA_EXT;ETP_AUTRES;BOR;AN;RS;FI_EJ;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETPSAL_TOT_PUBLIC;EFFSAL;ETPSAL;EFFLIB;cf_at;cf_au
480000017;M2010;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;2;;1;;;;;;2.95;0.06;;3;3.01;;;
480000017;M2020;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;1;;;;;0.84;0.5;;1;1.34;;;
480000017;M2030;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;3;;;;;;;;2.46;;;3;2.46;;;
480000017;M2050;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;1;1;2;;;;;0.58;2.09;;4;2.67;;;
480000017;M2080;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;1;;;;;;0.21;;;1;0.21;;;
480000017;M2100;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;;;;;;0.33;;;;0.33;;;
480000017;M3011;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;1;;;;;;;;1;;1;1;;;
480000017;M3012;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;1;;1;;;;;1;1.8;;3;2.8;;;
480000017;M3040;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;;1;1;;;;;1.4;0.4;;3;1.8;;;
480000017;M3050;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;2;2;;3;;;;;1.8;3.51;;7;5.31;;;
480000017;M3060;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;1;;;;;;;;1;;;1;1;;;
480000017;M3070;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;;;;;;1.22;;;;1.22;;;
480000017;M9999;;31.57;1.5;;15.83;;;;3.92;2.16;Q20;2023;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;29;10;20;11;;;;;37.77;17.21;54.98;70;54.98;;;
480000033;M1010;;;;;;;;;;;Q20;2023;CH FANNY RAMADIER ST CHELY D'APCHER;480780121;;;1;;;;4;4;0.6;;;1;0.6;8;;
480000033;M3050;;;;;;;;;;;Q20;2023;CH FANNY RAMADIER ST CHELY D'APCHER;480780121;;1;;;;;;;;0.25;;1;0.25;;;
480000033;M9999;;0.25;;;;0.6;;;;0;Q20;2023;CH FANNY RAMADIER ST CHELY D'APCHER;480780121;;1;1;;;;4;4;0.6;0.25;0.85;2;0.85;8;;
480000041;M1320;;;;;;;;;;;Q20;2023;CH DE FLORAC TROIS RIVIERES;480780139;1;;;;;;;;1;;;1;1;;;
480000041;M3050;;;;;;;;;;;Q20;2023;CH DE FLORAC TROIS RIVIERES;480780139;0;0;;1;;;;;;0.6;;1;0.6;;;
480000041;M9999;;1.6;;;;;;;;0;Q20;2023;CH DE FLORAC TROIS RIVIERES;480780139;1;0;;1;;;;;1;0.6;1.6;2;1.6;;;
480000058;M1010;;;;;;;;;;;Q20;2023;CHS FRANCOIS TOSQUELLES ST ALBAN;480780147;1;;;;;;;;1;;;1;1;;;
480000058;M3020;;;;;;;;;;;Q20;2023;CHS FRANCOIS TOSQUELLES ST ALBAN;480780147;3;;6;1;;;;;6.45;0.4;;10;6.85;;;
480000058;M3050;;;;;;;;;;;Q20;2023;CHS FRANCOIS TOSQUELLES ST ALBAN;480780147;1;;;;;;;;1;;;1;1;;;
480000058;M9999;;5.6;;;;3.25;;;;0;Q20;2023;CHS FRANCOIS TOSQUELLES ST ALBAN;480780147;5;;6;1;;;;;8.45;0.4;8.85;12;8.85;;;
480000066;M1010;;;;;;;;;;;Q20;2023;CH ST JACQUES MARVEJOLS;480780154;;;1;;;;5;1;0.5;;;1;0.5;6;;
480000066;M3050;;;;;;;;;;;Q20;2023;CH ST JACQUES MARVEJOLS;480780154;;;;2;;;;;;0.6;;2;0.6;;;
480000066;M3060;;;;;;;;;;;Q20;2023;CH ST JACQUES MARVEJOLS;480780154;;;1;;;;;;0.05;;;1;0.05;;;
480000066;M9999;;0.05;;;1.1;;;;;-2.22045E-16;Q20;2023;CH ST JACQUES MARVEJOLS;480780154;;;2;2;;;5;1;0.55;0.6;1.15;4;1.15;6;;
480000074;M1320;;;;;;;;;;;Q20;2023;CH LANGOGNE;480780162;;;;;;;1;2;;;;;;3;;
480000074;M3050;;;;;;;;;;;Q20;2023;CH LANGOGNE;480780162;;;;1;;;;;;0.8;;1;0.8;;;
480000074;M9999;;0.8;;;;;;;;0;Q20;2023;CH LANGOGNE;480780162;;;;1;;;1;2;;0.8;0.8;1;0.8;3;;
480000793;M1010;;;;;;;;;;;Q20;2023;SSR SPECIALISE EN PNEUMOLOGIE ANTRENAS;480782101;;;1;1;;;;;0.26;0.6;;2;0.86;;;
480000793;M1040;;;;;;;;;;;Q20;2023;SSR SPECIALISE EN PNEUMOLOGIE ANTRENAS;480782101;;;2;;;;;;0.13;;;2;0.13;;;
480000793;M1150;;;;;;;;;;;Q20;2023;SSR SPECIALISE EN PNEUMOLOGIE ANTRENAS;480782101;;;2;;;;;;0.33;;;2;0.33;;;
480000793;M9999;;;;;;;;;;;Q20;2023;SSR SPECIALISE EN PNEUMOLOGIE ANTRENAS;480782101;;;5;1;;;;;0.72;0.6;;6;1.32;;;
480000835;M1010;;;;;;;;;;;Q20;2023;CTRE POSTCURE ALC STE MARIE CANOURGUE;480782101;;;2;;;;;;0.58;;;2;0.58;;;
480000835;M9999;;;;;;;;;;;Q20;2023;CTRE POSTCURE ALC STE MARIE CANOURGUE;480782101;;;2;;;;;;0.58;;;2;0.58;;;
480001403;M1110;;;;;;;;;;;Q20;2023;AIDER SANTE UAD UDM MENDE HOP LOZERE;340000264;;;;;;;;;0.13;1.12;;;1.25;;;
480001403;M9999;;;;;;;;;;;Q20;2023;AIDER SANTE UAD UDM MENDE HOP LOZERE;340000264;;;;;;;;;0.13;1.12;;;1.25;;;
480001783;M1110;;;;;;;;;;;Q20;2023;AIDER SANTE UAD UDM MARVEJOLS H LOZERE;340000264;;;;;;;;;;1;;;1;;;
480001783;M9999;;;;;;;;;;;Q20;2023;AIDER SANTE UAD UDM MARVEJOLS H LOZERE;340000264;;;;;;;;;;1;;;1;;;
480001825;M1340;;;;;;;;;;;Q20;2023;HAD LOZERE MENDE;750047367;;;1;;;;;;0.9;;;1;0.9;;;
480001825;M3050;;;;;;;;;;;Q20;2023;HAD LOZERE MENDE;750047367;;;;1;;;;;;0.2;;1;0.2;;;
480001825;M9999;;;;;;;;;;;Q20;2023;HAD LOZERE MENDE;750047367;;;1;1;;;;;0.9;0.2;;2;1.1;;;
480002948;M1030;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;2;;;;;;0.87;;;2;0.87;;;
480002948;M1040;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;1;;;;;;;1;;
480002948;M1050;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;;1;;;;;;1;;
480002948;M1070;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;;1;;;;;;1;;
480002948;M1190;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;;1;;;;;;1;;
480002948;M2010;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;1;;1;;;;;;;2;;
480002948;M2020;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;1;;;;;;;1;;
480002948;M2030;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;1;;;;;;;1;;
480002948;M2070;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;1;;;;;;2;1;1;;;1;1;3;;
480002948;M2130;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;1;;;;;;;1;;
480002948;M2150;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;;;;1;;;;;;;1;;
480002948;M3050;;;;;;;;;;;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;;;;2;;;;;0.2;1.47;;2;1.67;;;
480002948;M9999;;0.13;1;;1.6;0.6;;;;0.21;Q20;2023;HOPITAL LOZERE SITE GEVAUDAN;480780097;1;;2;2;1;;8;4;2.07;1.47;3.54;5;3.54;13;;
480780212;M1010;;;;;;;;;;;Q20;2023;CENTRE POST CURE LE BOY LANUEJOLS;480782168;;;1;1;;;;;0.01;0.01;;2;0.02;;;
480780212;M1090;;;;;;;;;;;Q20;2023;CENTRE POST CURE LE BOY LANUEJOLS;480782168;;;1;;;;;;0.14;;;1;0.14;;;
480780212;M1200;;;;;;;;;;;Q20;2023;CENTRE POST CURE LE BOY LANUEJOLS;480782168;;;;1;;;;;0.6;;;1;0.6;;;
480780212;M3040;;;;;;;;;;;Q20;2023;CENTRE POST CURE LE BOY LANUEJOLS;480782168;;;;1;;;;;0.05;;;1;0.05;;;
480780212;M9999;;;;;;;;;;;Q20;2023;CENTRE POST CURE LE BOY LANUEJOLS;480782168;;;2;3;;;;;0.8;0.01;;5;0.81;;;
480780279;M1010;;;;;;;;;;;Q20;2023;SSR HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;0;;;;;;0.16;;0;0.16;;;
480780279;M1320;;;;;;;;;;;Q20;2023;SSR HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;;;;;;0.01;;;;0.01;;;
480780279;M9999;;;;;;;;;;0.17;Q20;2023;SSR HOPITAL LOZERE SITE VALLEE DU LOT;480780097;;;;0;;;;;0.01;0.16;0.17;0;0.17;;;
480780287;M1010;;;;;;;;;;;Q20;2023;MAISON DE REPOS LES TILLEULS MARVEJOLS;480001635;;;1;1;;;3;;0.4;0.4;;2;0.8;3;;
480780287;M1320;;;;;;;;;;;Q20;2023;MAISON DE REPOS LES TILLEULS MARVEJOLS;480001635;;;;1;;;;;;0.2;;1;0.2;;;
480780287;M9999;;;;;;;;;;;Q20;2023;MAISON DE REPOS LES TILLEULS MARVEJOLS;480001635;;;1;2;;;3;;0.4;0.6;;3;1;3;;
480780543;M1010;;;;;;;;;;;Q20;2023;SSR PEDIATRIQUE LES ECUREUILS ANTRENAS;480782101;;;1;1;;;;;0.65;0.4;;2;1.05;;;
480780543;M1140;;;;;;;;;;;Q20;2023;SSR PEDIATRIQUE LES ECUREUILS ANTRENAS;480782101;;;;1;;;;;;0.2;;1;0.2;;;
480780543;M9999;;;;;;;;;;;Q20;2023;SSR PEDIATRIQUE LES ECUREUILS ANTRENAS;480782101;;;1;2;;;;;0.65;0.6;;3;1.25;;;
480783034;M1010;;;;;;;;;;;Q20;2023;CRF DE MONTRODAT;480782101;;;1;1;;;;;0.22;0.8;;2;1.02;;;
480783034;M1120;;;;;;;;;;;Q20;2023;CRF DE MONTRODAT;480782101;;;1;;;;;;0.09;;;1;0.09;;;
480783034;M1180;;;;;;;;;;;Q20;2023;CRF DE MONTRODAT;480782101;1;;1;;;;;;1.09;;;2;1.09;;;
480783034;M9999;;;;;;;;;;;Q20;2023;CRF DE MONTRODAT;480782101;1;;3;1;;;;;1.4;0.8;;5;2.2;;;
490000049;M1010;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;9;11;9;25;;;;;14.8;24.54;;54;39.34;;;
490000049;M1020;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;;6;2;3;;;;;0.5;5.7;;11;6.2;;;
490000049;M1030;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;24;21;;9;;;;;23.93;25.51;;54;49.44;;;
490000049;M1031;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;10;1;1;;;;;;7.7;0.5;;12;8.2;;;
490000049;M1040;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;16;10;1;2;;;;;11.17;7.45;;29;18.62;;;
490000049;M1050;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;6;6;2;14;;;;;2.7;8.34;;28;11.04;;;
490000049;M1070;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;4;5;;3;;;;;3.08;6.12;;12;9.2;;;
490000049;M1090;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;7;8;;;;;;;6.17;7.5;;15;13.67;;;
490000049;M1100;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;11;5;1;;;;;;8.27;4;;17;12.27;;;
490000049;M1110;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;4;8;1;;;;;;3.52;6.58;;13;10.1;;;
490000049;M1120;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;10;13;2;3;;;;;7.2;13.35;;28;20.55;;;
490000049;M1130;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;;;1;3;;;;;0.47;1.4;;4;1.87;;;
490000049;M1140;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;9;31;1;12;;;;;6.97;33.48;;53;40.45;;;
490000049;M1150;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;11;7;;5;;;;;7.58;8.03;;23;15.61;;;
490000049;M1160;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;20;11;2;1;;;;;18.97;8.43;;34;27.4;;;
490000049;M1180;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;1;2;;;;;;;0.5;1.5;;3;2;;;
490000049;M1190;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;4;4;4;3;;;;;3.68;3.68;;15;7.36;;;
490000049;M1200;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;3;3;;1;;;;;1.67;2.2;;7;3.87;;;
490000049;M1210;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;4;;2;;;;;;4.83;0;;6;4.83;;;
490000049;M1310;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;2;5;;;;;;;1.5;4.92;;7;6.42;;;
490000049;M1320;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;7;9;1;2;;;;;6.19;8.08;;19;14.27;;;
490000049;M1330;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;6;5;;2;;;;;5.5;5.2;;13;10.7;;;
490000049;M1340;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;14;12;5;4;;;;;15.17;13.97;;35;29.14;;;
490000049;M2010;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;3;3;1;0;;;;;3.6;4.17;;7;7.77;;;
490000049;M2020;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;3;;;;;;;;2.42;0;;3;2.42;;;
490000049;M2030;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;10;1;2;;;;;;9.71;0.92;;13;10.63;;;
490000049;M2040;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;1;2;1;;;;;;0.6;0.38;;4;0.98;;;
490000049;M2050;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;6;7;;4;;;;;4.92;7.25;;17;12.17;;;
490000049;M2060;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;9;;;;;;;;6.5;0;;9;6.5;;;
490000049;M2070;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;3;1;;3;;;;;2.96;2.43;;7;5.39;;;
490000049;M2080;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;4;3;;2;;;;;2.58;3.14;;9;5.72;;;
490000049;M2100;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;5;;;;;;;;4.42;0.67;;5;5.09;;;
490000049;M2120;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;3;2;;;;;;;2.05;1;;5;3.05;;;
490000049;M2130;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;2;1;;;;;;;1;1;;3;2;;;
490000049;M2140;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;6;2;;;;;;;5;1;;8;6;;;
490000049;M2150;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;2;4;;2;;;;;1.5;3.22;;8;4.72;;;
490000049;M3011;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;11;14;2;3;;;;;9.68;12.07;;30;21.75;;;
490000049;M3012;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;4;17;;5;;;;;2.5;15.58;;26;18.08;;;
490000049;M3020;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;13;9;7;6;;;;;9.59;10.41;;35;20;;;
490000049;M3030;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;1;;3;4;;;;;2;1.27;;8;3.27;;;
490000049;M3040;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;2;3;1;;;;;;1.6;3;;6;4.6;;;
490000049;M3050;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;15;24;2;6;;;;;13.69;27.87;;47;41.56;;;
490000049;M3060;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;6;2;;2;;;;;4.5;3.1;;10;7.6;;;
490000049;M3070;;;;;;;;;;;Q20;2023;CHR ANGERS SITE LARREY;490000031;;;1;;;;;;0.1;0;;1;0.1;;;
490000049;M9999;53.25;300.95;86.1;33.5;58.4;;15.58;4.17;;0;Q20;2023;CHR ANGERS SITE LARREY;490000031;291;278;55;129;;;;;252.99;298.96;551.95;753;551.95;;;
490000106;M1010;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;1;;1;3;;;;;1.15;2.54;;5;3.69;;;
490000106;M1140;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;;;;1;;;;;;0.1;;1;0.1;;;
490000106;M3020;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;14;18;5;27;;;;;19.55;37.28;;64;56.83;;;
490000106;M3030;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;;;;1;;;;;;0.6;;1;0.6;;;
490000106;M3040;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;1;;;;;;;;0.3;;;1;0.3;;;
490000106;M3050;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;;2;;1;;;;;;2.93;;3;2.93;;;
490000106;M3060;;;;;;;;;;;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;;;;1;;;;;0.04;0.9;;1;0.94;;;
490000106;M9999;;52.97;0.83;;9.84;;;;1.75;0;Q20;2023;CESAME CHS STE GEMMES SUR LOIRE;490000163;16;20;6;34;;;;;21.04;44.35;65.39;76;65.39;;;
490000155;M1020;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;1;;2;;;;;;2.71;;3;2.71;;;
490000155;M1030;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;5;2;2;2;;;;;6.13;3.1;;11;9.23;;;
490000155;M1040;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;;;1;;;;;;0.81;;1;0.81;;;
490000155;M1050;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;;1;;;;;;0.1;;;1;0.1;;;
490000155;M1070;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;1;;1;;;;;;1.49;;2;1.49;;;
490000155;M1130;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;10;7;3;6;;;;;11.73;10.45;;26;22.18;;;
490000155;M1160;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;1;3;;;;;;;1;2.75;;4;3.75;;;
490000155;M1170;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;4;3;3;2;;;;;5.88;4.62;;12;10.5;;;
490000155;M1210;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;2;1;;3;;;;;2;2.72;;6;4.72;;;
490000155;M1310;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;1;;1;;;;;;1.8;;2;1.8;;;
490000155;M2010;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;3;3;1;;;;;;3.4;3;;7;6.4;;;
490000155;M2020;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;;;1;;;;;;0.18;;1;0.18;;;
490000155;M2050;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;1;1;;;;;;;1;0.95;;2;1.95;;;
490000155;M3011;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;1;;;;;;;;1;;;1;1;;;
490000155;M3012;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;1;1;;1;;;;;0.99;1.68;;3;2.67;;;
490000155;M3020;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;;1;;;;;;0.5;;;1;0.5;;;
490000155;M3040;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;1;;;;;;;;0.99;;;1;0.99;;;
490000155;M3050;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;1;3;3;1;;;;;3.35;3.84;;8;7.19;;;
490000155;M3070;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;;;;1;;;;;;0.8;;1;0.8;;;
490000155;M9999;;;;;;;;;;;Q20;2023;ICO - SITE PAUL PAPIN;490017258;30;27;14;22;;;;;38.07;40.9;;93;78.97;;;
490000239;M1010;;;;;;;;;;;Q20;2023;ESBV-SITE DE BAUGE;490015765;;;1;2;;;2;2;0.9;1.8;;3;2.7;4;;
490000239;M3050;;;;;;;;;;;Q20;2023;ESBV-SITE DE BAUGE;490015765;;;3;1;;;;;1.61;0.3;;4;1.91;;;
490000239;M9999;;0.75;;;2.31;;0.55;1;;0;Q20;2023;ESBV-SITE DE BAUGE;490015765;;;4;3;;;2;2;2.51;2.1;4.61;7;4.61;4;;
490000247;M1010;;;;;;;;;;;Q20;2023;CLINIQUE SAINT-DIDIER;490000130;;;;;;;1;;;;;;;1;;
490000247;M3020;;;;;;;;;;;Q20;2023;CLINIQUE SAINT-DIDIER;490000130;;;;;2;;;;;;;;;2;;
490000247;M9999;;;;;;;;;;;Q20;2023;CLINIQUE SAINT-DIDIER;490000130;;;;;2;;1;;;;;;;3;;
490000254;M1010;;;;;;;;;;;Q20;2023;ESBV-SITE DE BEAUFORT;490015765;;;2;;;;;;1.33;;;2;1.33;;;
490000254;M1130;;;;;;;;;;;Q20;2023;ESBV-SITE DE BEAUFORT;490015765;;;;1;;;;;;0.9;;1;0.9;;;
490000254;M1320;;;;;;;;;;;Q20;2023;ESBV-SITE DE BEAUFORT;490015765;1;;;;;;;;1;;;1;1;;;
490000254;M3040;;;;;;;;;;;Q20;2023;ESBV-SITE DE BEAUFORT;490015765;;;;1;;;;;;0.1;;1;0.1;;;
490000254;M9999;;1.1;;;0.9;1.33;;;;0;Q20;2023;ESBV-SITE DE BEAUFORT;490015765;1;;2;2;;;;;2.33;1;3.33;5;3.33;;;
490000262;M1020;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;;;6;2;;;;;;8;;
490000262;M1030;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;8;1;;;;;;;;9;;
490000262;M1040;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;2;3;;;13;5;0.4;0.6;;5;1;18;;
490000262;M1090;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;1;;;;9;3;0.54;;;1;0.54;12;;
490000262;M1150;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;;;3;5;;;;;;8;;
490000262;M1160;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;;;12;8;;;;;;20;;
490000262;M1200;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;;;5;3;;;;;;8;;
490000262;M1320;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;1;4;;;;;0.2;3.03;;5;3.23;;;
490000262;M2020;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;3;2;;;;;;;;5;;
490000262;M2040;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;1;1;;;;;;;;2;;
490000262;M2070;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;5;2;;;;;;;;7;;
490000262;M2080;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;;1;;;;;;;;1;;
490000262;M2100;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;2;;;;;;;;;2;;
490000262;M2120;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;1;1;;;;;;;;2;;
490000262;M2130;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;;;4;;;;;;;;;4;;
490000262;M9999;;;;;;;;;;;Q20;2023;CLINIQUE SAINT JOSEPH;490000171;;;4;7;24;8;48;26;1.14;3.63;;11;4.77;106;;
490000296;M1010;;;;;;;;;;;Q20;2023;CH DE CANDE;440053643;;;1;;;;;;0.8;0.03;;1;0.83;;;
490000296;M9999;;;;;0.83;;;;;1.110223E-16;Q20;2023;CH DE CANDE;440053643;;;1;;;;;;0.8;0.03;0.83;1;0.83;;;
490000312;M1010;;;;;;;;;;;Q20;2023;HAD SAINT SAUVEUR;490012176;;1;;4;;;;;0.04;4.07;;5;4.11;;;
490000312;M3050;;;;;;;;;;;Q20;2023;HAD SAINT SAUVEUR;490012176;;;;3;;;;;;2.22;;3;2.22;;;
490000312;M9999;;;;;;;;;;;Q20;2023;HAD SAINT SAUVEUR;490012176;;1;;7;;;;;0.04;6.29;;8;6.33;;;
490000320;M1010;;;;;;;;;;;Q20;2023;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;;;1;;;;9;7;0.2;;;1;0.2;16;;
490000320;M1320;;;;;;;;;;;Q20;2023;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;;;;1;;;;;;0.25;;1;0.25;;;
490000320;M3040;;;;;;;;;;;Q20;2023;HOPITAL CORNICHE ANGEVINE À CHALONNES;490000395;;;;1;;;;;;0.05;;1;0.05;;;
