BOR;AN;FI;RS;FI_EJ;PERSO;ETPS;NBLIB
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2210;40.8;
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2510;18.1;
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;N2710;1;
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;N3120;0.5;
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;N9999;77.8;
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;NAUT;5.4;
HAD_P;2023;560008799;H‘PITAL PRIV… OC…ANE;560013989;Ncoor;10;
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;M3050;0.8;129
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;M9999;9.92;669
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;MAUT;2;540
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;Mcoor;7.12;
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N2120;1.75;
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N2210;;839
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N2410;2;492
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N2460;1.8;8
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N2710;4.07;8
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N3120;3.8;
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;N9999;86.27;1567
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;NAUT;31.85;220
HAD_P;2023;560018509;HAD DE L'AVEN A ETEL;560018459;Ncoor;41;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;M3050;0.25;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;M9999;2;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;Mcoor;1.75;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;N2120;0.07;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;N2210;7.39;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;N2510;12.75;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;N2710;0.26;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;N3120;0.63;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;N9999;27.9;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;NAUT;5.42;
HAD_P;2023;560022188;HAD CENTRE BRETAGNE;350000626;Ncoor;1.38;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;M9999;1.8;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;Mcoor;1.8;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2120;1;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2460;1;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N2710;1;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;N9999;23.5;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;NAUT;4;
HAD_P;2023;570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;750050759;Ncoor;16.5;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;M9999;2.7;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;Mcoor;2.7;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2120;0.3;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2210;13.08;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N2710;0.25;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N3120;0.54;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;N9999;19.08;
HAD_P;2023;570000117;CH SAINT-NICOLAS DE SARREBOURG;570015099;NAUT;4.91;
HAD_P;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;M9999;0.62;
HAD_P;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;MAUT;0.62;
HAD_P;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;N2510;0.85;
HAD_P;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;N3120;0.8;
HAD_P;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;N9999;2.95;
HAD_P;2023;570000281;HOPITAL D'HAYANGE - CHR;570005165;NAUT;1.3;
HAD_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N3120;0.8;
HAD_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;N9999;1.3;
HAD_P;2023;570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;570005165;NAUT;0.5;
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M3050;0.1;
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;M9999;1.5;116
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;MAUT;1;116
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;Mcoor;0.4;
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2120;1.1;
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2210;10.18;317
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2410;;133
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2460;;1
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N2710;;2
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;N9999;12.47;482
HAD_P;2023;570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;570000158;NAUT;1.19;29
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;M9999;4;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;MAUT;1.2;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;Mcoor;2.8;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2120;2;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2210;18.85;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N2510;5.37;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;N9999;33.55;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;NAUT;3.18;
HAD_P;2023;570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;570023630;Ncoor;4.15;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M3050;0.2;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;M9999;1.6;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;Mcoor;1.4;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2120;2;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2210;2;23
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2510;5;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N2710;1;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N3120;0.7;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;N9999;19.4;23
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;NAUT;4.2;
HAD_P;2023;580001899;HOSP. A DOMICILE NIVERNAIS MORVAN;750721334;Ncoor;4.5;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;M3050;0.1;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;M9999;2.07;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;Mcoor;1.97;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;N2120;1;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;N2210;16.13;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;N2510;7.59;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;N2710;0.54;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;N3120;1.01;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;N9999;41.14;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;NAUT;6.63;
HAD_P;2023;590025128;HAD DU HAINAUT;620001834;Ncoor;8.24;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;M9999;0.61;171
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;MAUT;;171
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;Mcoor;0.61;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2120;1;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2210;17.53;137
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2410;;65
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2460;0.38;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2510;7.9;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N2710;0.38;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N3120;0.61;
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;N9999;31.7;208
HAD_P;2023;590025458;HAD DU CH D'HAZEBROUCK;590782652;NAUT;3.9;6
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M3050;0.5;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;M9999;1.5;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;Mcoor;1;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2120;0.24;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2210;22.52;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2510;17.06;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N2710;0.4;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N3120;1;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;N9999;52.12;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;NAUT;7.9;
HAD_P;2023;590032108;HOPITAL A DOMICILE DU DOUAISIS MUTUALI;590024469;Ncoor;3;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M3050;0.5;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;M9999;0.9;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;Mcoor;0.4;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2120;1;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2210;18.07;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2510;10.67;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N2710;0.4;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N3120;0.69;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;N9999;39.63;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;NAUT;6;
HAD_P;2023;590032199;HOPITAL A DOMICILE DU CAMBRESIS;590024469;Ncoor;2.8;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;M3050;0.33;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;M9999;1.33;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;Mcoor;1;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;N2210;4.88;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;N2510;9.58;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;N2710;0.5;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;N3120;0.6;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;N9999;20.92;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;NAUT;3.63;
HAD_P;2023;590035838;HAD SAMBRE AVESNOIS;590000485;Ncoor;1.73;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M3050;0.5;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;M9999;1.75;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;Mcoor;1.25;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2120;0.84;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2210;32.89;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2510;22.34;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N2710;0.5;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N3120;1;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;N9999;73.38;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;NAUT;10.57;
HAD_P;2023;590043469;HOPITAL A DOMICILE DE FLANDRE MARITIME;590024469;Ncoor;5.24;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;M9999;1.8;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;MAUT;1.8;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;N2120;1.74;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;N2210;20.25;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;N2460;1.11;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;N2510;7.05;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;N2710;0.5;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;N9999;46.33;
HAD_P;2023;590045407;HAD CHU LILLE;590780193;NAUT;15.68;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;M3050;0.25;258
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;M9999;1.25;258
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;Mcoor;1;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2120;2;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2210;20.5;153
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2410;;87
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2510;9.1;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N2710;0.5;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N3120;1;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;N9999;46.3;240
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;NAUT;5.2;
HAD_P;2023;590046124;SANTELYS HAD ROUBAIX ET ENVIRONS;590799995;Ncoor;8;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;M9999;1.51;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;Mcoor;1.51;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N2120;1.87;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N2210;17.29;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N2410;0.36;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N2460;1.01;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N2510;4.41;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N3120;0.54;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;N9999;36.22;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;NAUT;6.52;
HAD_P;2023;590048476;GCS GHICL HAD SYNERGIE R……DUC-R…ADAPTA;590051801;Ncoor;4.22;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M3050;0.5;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;M9999;4.5;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;Mcoor;4;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2120;8;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2210;59.2;357
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2410;0.3;203
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2510;21.6;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N2710;0.95;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N3120;2;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;N9999;136.65;560
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;NAUT;22.6;
HAD_P;2023;590812509;SANTELYS HAD LILLE METROPOLE;590799995;Ncoor;22;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;M9999;1.89;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;MAUT;1.89;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;N2120;0.9;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;N2210;9.73;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;N2510;9.51;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;N2710;0.4;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;N9999;23.07;
HAD_P;2023;600000194;CH BEAUVAIS;600100713;NAUT;2.53;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M3050;0.58;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;M9999;2.15;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;Mcoor;1.57;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2120;0.63;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2210;9.24;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N2510;15.92;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N3120;0.08;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;N9999;49.11;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;NAUT;17.23;
HAD_P;2023;600003008;SERVICE HOSPITALISATION A DOMICILE;600113278;Ncoor;6.01;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;M9999;0.64;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;MAUT;0.64;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;N2120;1;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;N2210;7.91;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;N2510;9.31;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;N2710;0.32;
HAD_P;2023;600010102;HAD CHICN COMPI»GNE;600100721;N9999;18.54;
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;M9999;0.25;25
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;MAUT;0;25
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;Mcoor;0.25;
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2210;2.8;32
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2410;0;3
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N2510;7.24;
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N3120;0.2;
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;N9999;14.79;35
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;NAUT;3.55;0
HAD_P;2023;610004269;SERVICE D'HOSPITALISATION ¿ DOMICILE;610787038;Ncoor;1;
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M3050;0;22
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;M9999;0.2;41
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;MAUT;0;19
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;Mcoor;0.2;
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2120;0.8;
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2210;;90
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2510;5.6;
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N2710;0;1
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N3120;0.5;
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;N9999;13.9;91
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;NAUT;3;
HAD_P;2023;610005837;HOSPITALISATION A DOMICILE - ALENCON;610787285;Ncoor;4;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;M9999;0.26;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;Mcoor;0.26;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;N2120;0.8;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;N2510;6.7;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;N2710;0.14;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;N3120;0.4;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;N9999;10.84;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;NAUT;1.8;
HAD_P;2023;610006256;HAD ORNE-EST;610006769;Ncoor;1;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;M9999;0.08;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;Mcoor;0.08;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2120;1;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2510;3.3;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N2710;0.06;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N3120;0.2;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;N9999;5.45;
HAD_P;2023;610006777;HAD ORNE EST - SITE DE L'AIGLE;610006769;NAUT;0.89;
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;M3050;0;16
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;M9999;0.1;25
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;MAUT;0;9
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;Mcoor;0.1;
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N2210;;60
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N2510;3.88;
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;N9999;5.71;60
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;NAUT;0.83;
HAD_P;2023;610007155;HAD - LA FERTE MACE (ANTENNE ALENCON);610787285;Ncoor;1;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;M9999;0.3;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;Mcoor;0.3;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2120;0.2;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2210;4.3;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2510;3.6;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N2710;0.1;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;N9999;8.28;
HAD_P;2023;610007312;HAD DU CH DE VIRE - SITE DE FLERS;140000159;NAUT;0.08;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;M3050;0.5;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;M9999;3;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;Mcoor;2.5;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2120;5;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2210;45.3;223
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2410;;117
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2510;17.8;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N2710;0.8;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N3120;1.5;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;N9999;97.4;340
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;NAUT;11.5;
HAD_P;2023;620003889;SANTELYS HAD DU B…THUNOIS;590799995;Ncoor;15.5;
HAD_P;2023;620010348;HAD CALAIS - SAINT OMER;590024469;M3050;0.5;
