BOR;AN;FI;RS;FI_EJ;UNI;LIT;LIT_PROXI;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;ETPSAL_MED;EFFLIB_MED;ETPSAL_INFSP;EFFLIB_INFSP;ETPSAL_INFNS;EFFLIB_INFNS;ETPSAL_AID;EFFLIB_AID;ETPSAL_KINE;EFFLIB_KINE;ETPSAL_APNM;EFFLIB_APNM
REA;2023;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;AUTSI;6;;2190;370;;;1694;;;;;;;;7.8;;3.3;;;;;
REA;2023;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SITOT;14;;5110;1021;;;3867;;;;;;;;;;;;;;;
REA;2023;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;SURVADU;8;;2920;383;;;1562;;;;;;;;5.6;;4;;;;;
REA;2023;590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;590000741;USIC;8;;2920;651;;;2173;;;;;;;;7.1;;7.7;;;;;
REA;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;AUTSI;18;;6570;1048;;;2532;;;;2.23;;0;;22.35;;13.32;;0.75;;2.09;
REA;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;REAADU;20;;7300;1137;1189;60;6174;26;31;35;6.44;;0;;53.99;;31.59;;2.71;;10.18;
REA;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;SITOT;38;;13870;4255;;;10253;;;;;;;;;;;;;;;
REA;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;SURVADU;6;;2190;227;;;821;;;;0.3;;0;;5.06;;6.53;;0.33;;0;
REA;2023;590787586;INSTITUT COEUR POUMON CHU LILLE;590780193;USIC;20;;7300;3207;;;7721;;;;2.03;;0;;32.53;;28.85;;1.6;;8.72;
REA;2023;590788964;SARL CLINIQUE DU PARC;590001756;SURVADU;6;;2196;155;;;966;;;;1;12;;;2;2;2;2;;;;
REA;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;AUTSI;28;;10054;7968;;;5274;;;;6.19;;2.61;;62.33;;46.46;;1.5;;8.84;
REA;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;REAADU;68;;24820;1858;1931;51;21505;40;45;63;21.1;;;;161.81;;107.79;;6.79;;25.03;
REA;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;SITOT;44;;15894;9408;;;10365;;;;;;;;;;;;;;;
REA;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;SIUNV;16;;5840;1440;;;5091;;;;2.4;;0;;10.52;;9.38;;0.6;;2.75;
REA;2023;590796975;HÔPITAL SALENGRO CHU LILLE;590780193;SURVADU;36;;13140;2523;;;10105;;;;4.23;;0;;40.23;;28.66;;1.96;;6.75;
REA;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;AUTSI;3;;1095;208;;;2659;;;;1;;;;;;;;;;;
REA;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;SITOT;3;;1095;208;;;2659;;;;;;;;;;;;;;;
REA;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;SURVADU;8;;2920;1094;;;2584;;;;1;;;;11.22;;8.33;;;;0.97;
REA;2023;590797353;GCS GHICL HOPITAL SAINT VINCENT -;590051801;SURVENF;4;;1460;714;;;2018;;;;1;;;;;;;;;;;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;AUTSI;4;;1460;110;;;1258;;;;;;;;;;;;;;;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;REAADU;20;;7300;701;721;53;6011;5;44;78;9.35;;;;48.49;;33.24;;;;9.05;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;SITOT;23;;8395;1556;;;6393;;;;;;;;;;;;;;;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;SIUNV;6;;2190;546;;;1638;;;;1;;;;16.56;;11.9;;;;1;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;SURVADU;6;;2190;468;;;1730;;;;;;;;7.95;;6.63;;;;1;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;SURVENF;4;;1460;468;;;1371;;;;;;;;;;;;;;;
REA;2023;590801106;HOPITAL VICTOR PROVO;590782421;USIC;13;;4745;900;;;3497;;;;;;;;;;;;;;;
REA;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;REAADU;15;;5151;563;585;21;4167;12;36;50;6.75;;;;33.97;;28.83;;;;8.15;
REA;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;SITOT;8;;2920;516;;;2601;;;;;;;;;;;;;;;
REA;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;SIUNV;4;;1460;310;;;1379;;;;1;;;;5.91;;5.99;;;;0.5;
REA;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;SURVADU;3;;980;198;;;744;;;;0.6;;;;5.02;;3.99;;;;0.95;
REA;2023;590804696;CENTRE HOSPITALIER DE TOURCOING;590781902;USIC;4;;1460;206;;;1222;;;;1;;;;7.41;;5.94;;;;0.5;
REA;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;AUTSI;48;;16388;1032;;;11518;;;;8.83;;0;;101.79;;68.95;;0;;10.93;
REA;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;REAADU;28;;11312;1386;1590;50;9350;26;28;61;3.73;;2;;37.82;;32;;0;;4.36;
REA;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;SITOT;48;;16388;1032;;;11518;;;;;;;;;;;;;;;
REA;2023;590811279;HOP CLAUDE HURIEZ CHU LILLE;590780193;SURVADU;39;;14089;1889;;;12126;;;;4.02;;0;;38.47;;26.62;;0;;4.88;
REA;2023;590813382;NOUVELLE CLINIQUE VILLETTE SA;590000386;SURVADU;4;;1372;15;;;112;;;;;4;;;0.35;;0.34;;;;;
REA;2023;590813507;POLYCLINIQUE DU VAL DE SAMBRE;590000485;SURVADU;6;;2190;171;;;1224;;;;;8;0.7;;8;;8;;;;0.15;
REA;2023;590815056;CLINIQUE DE FLANDRE;590005492;SURVADU;6;;2022;178;;;621;;;;;6;;;2.3;;1.13;;;;;
REA;2023;590816310;CLINIQUE SAINT AME;590000048;SURVADU;8;;2920;408;;;2354;;;;;6;;;7.4;;5.3;;;;;
REA;2023;590817458;CLINIQUE DE LA VICTOIRE;590053955;SURVADU;6;;2190;139;;;351;;;;;8;;;8;;;;;;;
REA;2023;600000194;CH BEAUVAIS;600100713;REAADU;10;;3980;516;524;38;4048;13;44;42;6.79;;0.51;;28.6;;18.69;;;;2.38;
REA;2023;600000194;CH BEAUVAIS;600100713;SITOT;12;;4380;977;;;3251;;;;;;;;;;;;;;;
REA;2023;600000194;CH BEAUVAIS;600100713;SIUNV;4;;1460;343;;;835;;;;0.6;;;;0.74;;;;;;;
REA;2023;600000194;CH BEAUVAIS;600100713;SURVADU;4;;1758;222;;;611;;;;;;;;6.59;;3.21;;;;0.5;
REA;2023;600000194;CH BEAUVAIS;600100713;USIC;8;;2920;634;;;2416;;;;0.4;;0.2;;2.57;;7;;;;0.5;
REA;2023;600000467;CH GHPSO CREIL;600101984;REAADU;15;;5469;385;393;24;4679;8;68;33;4.24;;1.04;;32.71;;28.52;;;;3.11;
REA;2023;600000467;CH GHPSO CREIL;600101984;SITOT;12;0;4380;712;;;3565;;;;;;;;;;;;;;;
REA;2023;600000467;CH GHPSO CREIL;600101984;SIUNV;4;0;1460;131;;;782;;;;1.22;;0.13;;3.45;;2.35;;;;0.82;
REA;2023;600000467;CH GHPSO CREIL;600101984;SURVADU;6;6;2190;107;;;364;;;;3.31;;0.04;;5.42;;2.04;;;;0.5;
REA;2023;600000467;CH GHPSO CREIL;600101984;SURVENF;8;0;1640;318;;;1419;;;;1.65;;0.11;;4.81;;4.95;;;;1.08;
REA;2023;600000467;CH GHPSO CREIL;600101984;USIC;8;0;2920;581;;;2783;;;;2.4;;0.36;;4.15;;8.8;;;;1.02;
REA;2023;600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;600106629;SURVADU;4;;1460;23;;;79;;;;4.5;;;;2;;2;;1;;;
REA;2023;600100754;POLYCLINIQUE SAINT CÔME;600000228;AUTSI;8;;2920;422;;;1996;;;;0;10;1;;9.56;;6.89;;;1;1.29;
REA;2023;600100754;POLYCLINIQUE SAINT CÔME;600000228;SITOT;8;;2920;422;;;1996;;;;;;;;;;;;;;;
REA;2023;600100754;POLYCLINIQUE SAINT CÔME;600000228;SURVADU;12;;4380;985;;;10042;;;;;10;1;;12.75;;14.23;;;1;1.03;
REA;2023;600110175;CLINIQUE DU PARC SAINT-LAZARE;600001234;SURVADU;6;;2190;188;;;863;;;;2;;;;;;;;;;;
REA;2023;600113476;CH CHICN COMPIÈGNE;600100721;AUTSI;2;;730;48;;;513;;;;;;;;;;;;;;;
REA;2023;600113476;CH CHICN COMPIÈGNE;600100721;REAADU;15;;5268;508;523;24;3879;11;50;85;6.96;;1;;25.66;;19.04;;;;3.5;
REA;2023;600113476;CH CHICN COMPIÈGNE;600100721;SITOT;14;;5110;1253;;;3922;;;;;;;;;;;;;;;
REA;2023;600113476;CH CHICN COMPIÈGNE;600100721;SIUNV;5;;1825;590;;;1327;;;;1.18;;;;;;;;;;;
REA;2023;600113476;CH CHICN COMPIÈGNE;600100721;SURVADU;6;;2190;149;;;577;;;;;;;;;;;;;;;
REA;2023;600113476;CH CHICN COMPIÈGNE;600100721;USIC;7;;2555;615;;;2082;;;;1.88;;;;;;;;;;;
REA;2023;610000044;CENTRE HOSPITALIER DE L'AIGLE;610780074;SURVADU;5;;1825;219;;;1396;;;;0;0;0;0;5.69;0;5.64;0;0;0;0;0
REA;2023;610000051;CHICAM - SITE ALENCON;610780082;REAADU;8;;2920;338;341;15;2289;10;41;65;5.37;;;;26.84;;21.65;;;;6.31;
REA;2023;610000051;CHICAM - SITE ALENCON;610780082;SITOT;12;0;4380;940;;;3556;;;;;;;;;;;;;;;
REA;2023;610000051;CHICAM - SITE ALENCON;610780082;SIUNV;4;0;1460;276;;;1103;;;;1.1;;;;;;;;;;;
REA;2023;610000051;CHICAM - SITE ALENCON;610780082;SURVADU;4;0;1460;270;;;1026;;;;1;;;;1;;0.25;;;;;
REA;2023;610000051;CHICAM - SITE ALENCON;610780082;USIC;8;0;2920;664;;;2453;;;;7.25;;;;8.46;;10.15;;;;0.54;
REA;2023;610000069;CENTRE HOSPITALIER D'ARGENTAN;610780090;SURVADU;4;;1460;452;;;646;;;;0.25;;3.8;;;;2.6;;;;1;
REA;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;REAADU;8;;2920;234;237;13;2307;27;40;47;3.6;;0.8;;20.64;;15.07;;;;0.8;
REA;2023;610000119;CH  JACQUES MONOD  - FLERS;610780165;SURVADU;4;4;1132;156;;;488;;;;;;;;;;;;;;;
REA;2023;610006421;CLINIQUE D'ALENCON;610006413;SURVADU;4;;1460;17;;;35;;;;;1;;;1;;1;;;;;
REA;2023;620000026;ETAB HOPALE CTRE CALOT/HELIO;620003814;REAADU;12;;4380;147;149;1;3513;63;25;4;4.88;;;;18.77;;14.62;;2;;2;
REA;2023;620000034;CH ARRAS;620100057;AUTSI;5;5;1493;61;;;1026;;;;;;;;6.92;;6.68;;;;0.25;
REA;2023;620000034;CH ARRAS;620100057;REAADU;15;;5370;695;712;35;3807;10;45;49;3.6;;;;28.64;;19.24;;;;3.23;
REA;2023;620000034;CH ARRAS;620100057;SITOT;18;18;6238;1160;;;4738;;;;;;;;;;;;;;;
REA;2023;620000034;CH ARRAS;620100057;SIUNV;5;5;1825;512;;;1254;;;;1.2;;;;;;;;;;;
REA;2023;620000034;CH ARRAS;620100057;SURVADU;10;10;3152;697;;;2619;;;;3;;;;19.65;;6.94;;;;0.75;
REA;2023;620000034;CH ARRAS;620100057;SURVENF;12;0;3112;749;;;2066;;;;;;;;1.79;;2.98;;;;;
REA;2023;620000034;CH ARRAS;620100057;USIC;8;8;2920;587;;;2458;;;;0.5;;;;10.41;;3;;;;;
REA;2023;620000224;CH BETHUNE;620100651;AUTSI;6;;2190;320;;;2651;;;;;;0.25;;4.76;;1.73;;;;;
REA;2023;620000224;CH BETHUNE;620100651;REAADU;11;;4015;439;446;29;3198;22;42;35;3;;1;;38.57;;28.11;;1;;2.61;
REA;2023;620000224;CH BETHUNE;620100651;SITOT;12;;4380;759;;;4329;;;;;;;;;;;;;;;
REA;2023;620000224;CH BETHUNE;620100651;SIUNV;6;;2190;439;;;1678;;;;1;;;;8.21;;5.95;;0.26;;0.3;
REA;2023;620000224;CH BETHUNE;620100651;SURVADU;8;;2920;347;;;1301;;;;1;;;;2.46;;1.67;;1;;0.1;
REA;2023;620000257;CH LENS;620100685;AUTSI;4;;1460;68;;;1243;;;;1.4;;;;;;;;;;;
REA;2023;620000257;CH LENS;620100685;REAADU;21;;7518;934;962;49;4997;10;33;84;4.73;;2;;35.88;;25.58;;;;3.09;
REA;2023;620000257;CH LENS;620100685;SITOT;27;;9855;1992;;;7779;;;;;;;;;;;;;;;
REA;2023;620000257;CH LENS;620100685;SIUNV;7;;2555;697;;;1881;;;;2;;1;;9.89;;8.02;;;;1;
REA;2023;620000257;CH LENS;620100685;SURVADU;18;;6500;994;;;3945;;;;2.3;;1;;17.46;;11.55;;;;1;
REA;2023;620000257;CH LENS;620100685;SURVENF;8;;2552;672;;;2064;;;;;;1;;5.71;;5.35;;;;;
REA;2023;620000257;CH LENS;620100685;USIC;16;;5840;1227;;;4655;;;;4.8;;1;;22.81;;11.39;;;;;
REA;2023;620000323;CH CALAIS;620101337;AUTSI;4;4;1460;448;;;1646;;;;2.2;;14.75;;9.02;;4.09;;;;0.77;
REA;2023;620000323;CH CALAIS;620101337;REAADU;10;;3650;344;350;18;2486;12;49;35;5.51;;;;25.41;;16.15;;0.35;;5.65;
REA;2023;620000323;CH CALAIS;620101337;SITOT;16;16;5840;1308;;;6122;;;;;;;;;;;;;;;
REA;2023;620000323;CH CALAIS;620101337;SIUNV;6;6;2190;401;;;1721;;;;0.7;;;;8.28;;5.6;;;;0.47;
REA;2023;620000323;CH CALAIS;620101337;SURVADU;4;4;1460;106;;;392;;;;1.07;;;;6.57;;6.38;;0.35;;0.95;
REA;2023;620000323;CH CALAIS;620101337;SURVENF;4;;1460;497;;;1306;;;;2.07;;2.17;;1.15;;;;;;0.2;
REA;2023;620000323;CH CALAIS;620101337;USIC;6;6;2190;459;;;2755;;;;0.88;;;;6.23;;5.08;;;;0.18;
REA;2023;620000349;CH REGION DE ST OMER;620101360;REAADU;8;;2920;288;293;6;2023;6;48;32;5.03;;;;23.94;;12.42;;;;4.52;
REA;2023;620000349;CH REGION DE ST OMER;620101360;SITOT;6;;2190;463;;;1480;;;;;;;;;;;;;;;
REA;2023;620000349;CH REGION DE ST OMER;620101360;SURVADU;6;;2148;333;;;1561;;;;0.95;;;;5.35;;5.25;;;;1.28;
REA;2023;620000349;CH REGION DE ST OMER;620101360;USIC;6;;2190;463;;;1480;;;;0.93;;;;8.82;;6.77;;;;0.8;
REA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;REAADU;10;;3650;383;387;19;2541;5;43;39;3.87;;0.23;;26.26;;17.31;;;;6.6;
REA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;SITOT;15;;5475;1483;;;4510;;;;;;;;;;;;;;;
REA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;SIUNV;6;;2190;636;;;1814;;;;1.08;;;;;;;;;;;
REA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;SURVADU;6;;2130;399;;;1369;;;;1.09;;;;;;;;;;;
REA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;SURVENF;4;;1460;483;;;1303;;;;;;;;;;;;;;;
REA;2023;620000653;CH BOULOGNE-SUR-MER;620103440;USIC;9;;3285;847;;;2696;;;;0.52;;;;;;;;;;;
REA;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;REAADU;8;;2920;280;289;16;2010;6;49;35;3.76;;1;;19.28;;12.32;;;;2.03;
REA;2023;620003202;CH ARRONDISSEMENT DE MONTREUIL;620103432;SURVADU;6;;2190;271;;;1092;;;;1;;;;6;;6;;;;0.4;
REA;2023;620003350;HOPITAL DE RIAUMONT;620001834;SURVADU;10;;3650;543;;;1313;;;;2.35;;0.2;;6.21;;3.31;;0.2;;2.8;
REA;2023;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;AUTSI;0;;310;20;;;181;;;;0.2;;;;;;;;;;;
REA;2023;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SITOT;0;;310;20;;;181;;;;;;;;;;;;;;;
REA;2023;620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;620001834;SURVADU;10;;3340;592;;;2834;;;;3.08;;;;13.73;;8.02;;0.2;;1.75;
REA;2023;620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;620000331;SURVADU;6;0;2190;36;;;375;;;;;6;;;1.6;;0.72;;;;;
REA;2023;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;AUTSI;0;;;20;;;115;;;;0;;;;;;;;;;;
REA;2023;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;SITOT;0;;;20;;;115;;;;;;;;;;;;;;;
REA;2023;620025346;POLYCLINIQUE DE LA  CLARENCE;620001834;SURVADU;9;;3285;484;;;2147;;;;1.08;;;;7.93;;5.13;;;;0.55;
REA;2023;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;AUTSI;6;0;2190;676;;;2312;;;;;12;;;6.61;;3.37;;;;;
REA;2023;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SITOT;6;0;2190;676;;;2312;;;;;;;;;;;;;;;
REA;2023;620100099;HOPITAL PRIVE ARRAS LES BONNETTES;620014779;SURVADU;6;0;2190;235;;;863;;;;;12;;;6.61;;3.37;;;;;
REA;2023;620100487;CLINIQUE DES ACACIAS;620000125;SURVADU;6;;2190;35;;;188;;;;;3;0.1;;;;;;;1;0.4;
REA;2023;620100735;CLINIQUE ANNE ARTOIS;620000265;SURVADU;6;;2190;316;;;1544;;;;;6;;;;;;;;;;
REA;2023;620100750;CLINIQUE AMBROISE PARE;620000273;SURVADU;6;;2190;438;;;1914;;;;;10;;;2;;1;;;5;0.2;
REA;2023;620101311;CLINIQUE DES 2 CAPS;620027763;SURVADU;6;0;2190;435;;;2125;;;;;6;;;7.2;;7.2;;;4;2.36;
REA;2023;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;AUTSI;6;;2190;416;;;1770;;;;;6;;;12.74;;6.49;;;;;
REA;2023;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;REAADU;3;;1095;386;397;0;923;11;27;46;;4;;;;;;;;;;
REA;2023;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SITOT;18;;6570;1384;;;5362;;;;;;;;;;;;;;;
REA;2023;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;SURVADU;21;;7665;1081;;;5228;;;;1;30;;;13.5;;6.4;;;;;
REA;2023;620101501;HOPITAL PRIVE DE BOIS BERNARD;620000364;USIC;12;;4380;968;;;3592;;;;;15;;;13.62;;11;;;;;
REA;2023;620118513;CENTRE MCO COTE D'OPALE;620002915;AUTSI;6;0;2190;745;;;2218;;;;;7;;;10.01;;3.71;;;2;;
REA;2023;620118513;CENTRE MCO COTE D'OPALE;620002915;SITOT;16;0;5840;1564;;;4595;;;;;;;;;;;;;;;
REA;2023;620118513;CENTRE MCO COTE D'OPALE;620002915;SURVADU;6;0;2190;303;;;1837;;;;;7;;;;;;;;;;
REA;2023;620118513;CENTRE MCO COTE D'OPALE;620002915;USIC;10;0;3650;819;;;2377;;;;0;12;;;10.12;;7.33;;;2;1.72;
REA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;AUTSI;8;;2920;745;;;1966;;;;;;;;12.57;;8.43;;;;2.8;
REA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;REAADU;52;;18540;2766;3033;393;15152;12;44;197;21.63;;6;;142.46;;78.41;;;;21.21;
REA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SITOT;36;;13120;3925;;;10334;;;;;;;;;;;;;;;
REA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SIUNV;8;;2920;732;;;2580;;;;0.08;;;;12.45;;7.52;;0.19;;0.35;
REA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;SURVADU;28;;10336;1514;;;8312;;;;0.85;;;;11.46;;11.64;;0.3;;0.81;
REA;2023;630000404;HOPITAL GABRIEL MONTPIED - CHU63;630780989;USIC;20;;7280;2448;;;5788;;;;1.61;;;;28.11;;23.23;;;;5.12;
REA;2023;630000420;CH PAUL ARDIER ISSOIRE;630781003;SURVADU;4;;1358;250;;;1155;;;;4.41;;;;6.94;;5.96;;;;0.3;
REA;2023;630000438;CH DE RIOM;630781011;SURVADU;6;0;2190;558;;;1555;;;;2;;;;5.8;;5.8;;0.1;;0.5;
REA;2023;630000446;CH DE THIERS;630781029;SURVADU;6;0;2190;273;;;1613;;;;3.02;0;0;0;11.19;0;8.96;0;0;0;0;0
REA;2023;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;REAADU;10;;3650;423;428;10;3179;19;42;40;6.08;;0.6;;25.1;;15.54;;0.73;;0.56;
REA;2023;630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;630781110;SURVADU;5;;1675;383;;;1507;;;;1.37;;0.4;;6.78;;2.81;;0.42;;0.24;
REA;2023;630780211;POLE SANTE REPUBLIQUE;630000107;SITOT;6;;2190;800;;;1904;;;;;;;;;;;;;;;
REA;2023;630780211;POLE SANTE REPUBLIQUE;630000107;SURVADU;8;;2920;644;;;1854;;;;;13;0.2;;7.63;;4.74;;;;;
REA;2023;630780211;POLE SANTE REPUBLIQUE;630000107;USIC;6;;2190;800;;;1904;;;;;24;0.2;;7.62;;2.55;;;;;
REA;2023;630780369;CLINIQUE DE LA PLAINE;630000164;SURVADU;4;;1376;162;;;475;;;;;22;;;3;;;;;;;
REA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;AUTSI;14;;5110;202;;;5039;;;;0.67;;;;12.41;;7.69;;;;3.79;
REA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;REAADU;15;;5840;543;577;38;4348;37;43;40;6.74;;1;;42.05;;23.38;;;;8.22;
REA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;REAENF;6;;1980;362;388;19;1958;10;;;8.95;;7.94;;6.48;;5.8;;;;3.22;
REA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;SITOT;14;;5110;202;;;5039;;;;;;;;;;;;;;;
REA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;SURVADU;8;;2920;571;;;2146;;;;0;;;;11.14;;9.28;;;;;
REA;2023;630781268;HOPITAL ESTAING - CHU63;630780989;SURVENF;20;;5645;891;;;3604;;;;4.59;;12.56;;10.34;;15.32;;;;8.3;
REA;2023;630781839;HOPITAL PRIVE LA CHATAIGNERAIE;630000826;SURVADU;7;;2555;560;;;1233;;;;;19;;;7.2;;2.4;;;;;
REA;2023;640000162;CH COTE BASQUE;640780417;AUTSI;8;0;2882;147;;;2659;;;;;;;;;;;;;;;
REA;2023;640000162;CH COTE BASQUE;640780417;REAADU;15;;5475;600;616;27;4649;13;43;42;9.99;;1.06;;40.8;;25.24;;1;;1;
REA;2023;640000162;CH COTE BASQUE;640780417;SITOT;16;0;5802;1098;;;5319;;;;;;;;;;;;;;;
REA;2023;640000162;CH COTE BASQUE;640780417;SIUNV;8;0;2920;951;;;2660;;;;0.93;;;;9.98;;8.96;;1;;2.75;
REA;2023;640000162;CH COTE BASQUE;640780417;SURVADU;7;;2555;720;;;1879;;;;0.88;;;;11.5;;6;;;;;
REA;2023;640000162;CH COTE BASQUE;640780417;SURVENF;5;;1825;530;;;2060;;;;1.25;;4.4;;1.13;;6.47;;;;0.24;
REA;2023;640000410;CENTRE HOSPITALIER OLORON;640780821;SURVADU;6;;2184;281;;;1450;;;;1.3;;;;11.3;;4.37;;;;2.26;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;REAADU;20;;7300;758;775;24;6086;15;46;86;7.04;;1.48;;44.03;;27.81;;0.82;;4.73;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;REAENF;2;;730;109;110;7;440;17;;;1.46;;;;;;;;;;;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;SITOT;14;;5110;1649;;;3465;;;;;;;;;;;;;;;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;SIUNV;6;;2190;644;;;1867;;;;6;;;;;;;;0.5;;0.65;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;SURVADU;5;5;1825;405;;;1226;;;;1.54;;0.42;;11.19;;11.07;;;;0.8;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;SURVENF;4;;1460;413;;;1176;;;;1;;;;;;;;;;;
REA;2023;640000600;CENTRE HOSPITALIER DE PAU;640781290;USIC;8;;2920;1005;;;1598;;;;8;;;;13.94;;7.17;;;;1.83;
REA;2023;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;SITOT;16;;5840;1705;;;4774;;;;;;;;;;;;;;;
REA;2023;640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;640010658;USIC;16;;5840;1705;;;4774;;;;;;;;15.89;;10.65;;;;;
REA;2023;640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;640017638;SURVADU;4;;1460;499;;;1059;;;;0.12;;;;5.36;;3;;;;;
REA;2023;640018206;CLINIQUE BELHARRA;640012209;SURVADU;17;;6205;1148;;;4853;;;;;55;;;18.52;;13.82;;;;2.6;
REA;2023;640780490;CAPIO CLINIQUE AGUILERA;640000212;SURVADU;6;;2190;317;;;1527;;;;5.3;8;;;4.73;;4.44;;;;;
REA;2023;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;AUTSI;6;0;2190;502;;;1541;;;;;20;;;10.96;;4.86;;;5;;
REA;2023;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;SITOT;6;0;2190;502;;;1541;;;;;;;;;;;;;;;
REA;2023;640780946;POLYCLINIQUE PAU PYRENEES SITE NAVARRE;640000469;SURVADU;12;0;4380;1110;;;3430;;;;;25;;;10.96;;9.72;;;5;;
REA;2023;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;SITOT;8;;2920;1275;;;2280;;;;;;;;;;;;;;;
REA;2023;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;SURVADU;6;;2190;267;;;2165;;;;;;;;5.73;;6.26;;;;0.75;
REA;2023;640781225;CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY;640000568;USIC;8;;2920;1275;;;2280;;;;;;;;10.09;;5;;;;2.1;
REA;2023;650000045;CH TARBES LOURDES SITE LOURDES;650783160;SURVADU;10;;2314;434;;;1392;;;;2.4;;;;9.49;;4.9;;;;;
REA;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;REAADU;12;;4380;368;374;11;3093;24;47;31;14.5;;0.68;;32.99;;22.47;;;;4.81;
REA;2023;650000417;CH TARBES LOURDES GESPE SITE TARBES;650783160;SITOT;10;;3650;882;;;2154;;;;;;;;;;;;;;;
